vars: 198
t: 0.009
c: 9
mem: 0.0

i: 1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0
s: 6
t: 0.008
c: 8
mem: 0.0

i: 0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1
s: 2
t: 0.006
c: 6
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
s: 2
t: 0.004
c: 4
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
s: 2
t: 0.004
c: 4
mem: 0.0

i: 1,0,0,1,0,1,1,1,1,1,0,0,4,1,0,1
s: 2
t: 0.005
c: 6
mem: 0.0

i: 0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
s: 4
t: 0.010
c: 9
mem: 0.0

i: 0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0
s: 3
t: 0.005
c: 7
mem: 0.0

i: 1,0,1,0,1,0,0,0,0,1,1,0,6,0,1,0
s: 6
t: 0.008
c: 8
mem: 0.0

i: 0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,1
s: 3
t: 0.006
c: 7
mem: 0.0

i: 0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0
s: 7
t: 0.019
c: 13
mem: 0.0

i: 0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1
s: 6
t: 0.008
c: 9
mem: 0.0

i: 0,0,1,0,0,0,1,1,1,1,0,0,4,1,0,0
s: 8
t: 0.030
c: 14
mem: 0.0

i: 0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0
s: 6
t: 0.012
c: 11
mem: 0.0

i: 0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0
s: 3
t: 0.006
c: 8
mem: 0.0

i: 1,0,0,1,0,0,0,1,1,1,0,0,4,0,1,0
s: 2
t: 0.006
c: 7
mem: 0.0

i: 0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,0
s: 3
t: 0.006
c: 8
mem: 0.0

i: 1,0,1,0,1,0,0,0,0,1,1,0,6,0,0,0
s: 6
t: 0.008
c: 8
mem: 0.0

i: 0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
s: 6
t: 0.008
c: 9
mem: 0.0

i: 1,0,0,1,0,0,0,1,1,1,0,0,2,0,0,1
s: 2
t: 0.006
c: 7
mem: 0.0

i: 0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,1
s: 3
t: 0.005
c: 7
mem: 0.0

i: 0,0,1,0,1,0,1,0,0,1,0,0,6,0,0,0
s: 4
t: 0.008
c: 8
mem: 0.0

i: 0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0
s: 3
t: 0.005
c: 7
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,2,0,1,1
s: 2
t: 0.005
c: 6
mem: 0.0

i: 0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1
s: 8
t: 0.024
c: 12
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,1,1,1
s: 2
t: 0.005
c: 5
mem: 0.0

i: 0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0
s: 4
t: 0.007
c: 8
mem: 0.0

i: 1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1
s: 2
t: 0.005
c: 6
mem: 0.0

i: 1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1
s: 2
t: 0.005
c: 6
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0
s: 2
t: 0.004
c: 5
mem: 0.0

i: 0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
s: 6
t: 0.008
c: 9
mem: 0.0

i: 0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0
s: 8
t: 0.032
c: 14
mem: 0.0

i: 0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,0
s: 3
t: 0.005
c: 7
mem: 0.0

i: 1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0
s: 2
t: 0.005
c: 6
mem: 0.0

i: 1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,0
s: 2
t: 0.005
c: 6
mem: 0.0

i: 0,0,1,0,0,1,1,1,1,1,0,0,4,1,0,0
s: 7
t: 0.035
c: 14
mem: 0.0

i: 0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0
s: 6
t: 0.008
c: 9
mem: 0.0

i: 1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1
s: 2
t: 0.005
c: 6
mem: 0.0

i: 1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1
s: 2
t: 0.005
c: 6
mem: 0.0

i: 0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
s: 4
t: 0.011
c: 9
mem: 0.0

i: 1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1
s: 2
t: 0.005
c: 6
mem: 0.0

i: 0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0
s: 3
t: 0.006
c: 8
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
s: 2
t: 0.004
c: 5
mem: 0.0

i: 0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
s: 6
t: 0.008
c: 9
mem: 0.0

i: 1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1
s: 2
t: 0.005
c: 6
mem: 0.0

i: 0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0
s: 8
t: 0.030
c: 14
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
s: 2
t: 0.005
c: 5
mem: 0.0

i: 1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1
s: 2
t: 0.005
c: 6
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
s: 2
t: 0.004
c: 5
mem: 0.0

i: 0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,1
s: 3
t: 0.006
c: 8
mem: 0.0

i: 1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,1
s: 2
t: 0.007
c: 7
mem: 0.0

i: 0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1
s: 2
t: 0.004
c: 4
mem: 0.0

i: 0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0
s: 3
t: 0.006
c: 8
mem: 0.0

i: 0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0
s: 3
t: 0.005
c: 7
mem: 0.0

i: 0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
s: 6
t: 0.008
c: 9
mem: 0.0

i: 0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0
s: 3
t: 0.005
c: 7
mem: 0.0

i: 0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0
s: 6
t: 0.008
c: 9
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
s: 2
t: 0.005
c: 5
mem: 0.0

i: 0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1
s: 3
t: 0.006
c: 8
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1
s: 2
t: 0.006
c: 6
mem: 0.0

i: 0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
s: 6
t: 0.008
c: 9
mem: 0.0

i: 0,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0
s: 6
t: 0.012
c: 11
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
s: 2
t: 0.006
c: 6
mem: 0.0

i: 0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
s: 6
t: 0.008
c: 9
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
s: 2
t: 0.005
c: 6
mem: 0.0

i: 0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0
s: 6
t: 0.012
c: 11
mem: 0.0

i: 0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0
s: 4
t: 0.009
c: 9
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
s: 2
t: 0.005
c: 6
mem: 0.0

i: 1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1
s: 2
t: 0.005
c: 5
mem: 0.0

i: 0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0
s: 3
t: 0.006
c: 8
mem: 0.0

i: 1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1
s: 2
t: 0.004
c: 4
mem: 0.0

i: 0,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0
s: 4
t: 0.009
c: 9
mem: 0.0

i: 0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1
s: 3
t: 0.006
c: 8
mem: 0.0

i: 0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
s: 6
t: 0.015
c: 11
mem: 0.0

max time: 0.03
min time: 0.00
avg time: 0.01

avg calls: 7.81
