vars: 2022
t: 0.394
c: 9
mem: 112.0

i: 43.0,0.0,79.0,-5.0,44.0,23.0,35.0,35.0,0.0
s: 3
t: 0.485
c: 9
mem: 144.0

i: 37.0,0.0,77.0,-7.0,36.0,5.0,40.0,41.0,0.0
s: 2
t: 0.628
c: 9
mem: 112.0

i: 37.0,0.0,79.0,0.0,24.0,-8.0,42.0,55.0,14.0
s: 3
t: 0.368
c: 8
mem: 32.0

i: 37.0,0.0,83.0,0.0,16.0,-5.0,47.0,68.0,22.0
s: 3
t: 0.319
c: 7
mem: 32.0

i: 43.0,2.0,90.0,0.0,42.0,0.0,47.0,49.0,2.0
s: 3
t: 0.482
c: 10
mem: 48.0

i: 56.0,-2.0,86.0,0.0,56.0,1.0,30.0,29.0,0.0
s: 3
t: 0.330
c: 7
mem: 80.0

i: 55.0,0.0,95.0,0.0,52.0,8.0,40.0,44.0,4.0
s: 4
t: 0.366
c: 10
mem: 96.0

i: 42.0,4.0,83.0,0.0,42.0,0.0,40.0,41.0,2.0
s: 3
t: 0.483
c: 10
mem: 208.0

i: 46.0,3.0,81.0,0.0,46.0,0.0,34.0,34.0,0.0
s: 3
t: 0.538
c: 10
mem: 144.0

i: 56.0,-1.0,86.0,0.0,56.0,5.0,31.0,30.0,0.0
s: 3
t: 0.331
c: 7
mem: 80.0

i: 41.0,0.0,86.0,-4.0,42.0,2.0,45.0,44.0,0.0
s: 2
t: 0.628
c: 9
mem: 96.0

i: 49.0,-1.0,95.0,-2.0,50.0,3.0,46.0,46.0,0.0
s: 2
t: 0.733
c: 10
mem: 144.0

i: 39.0,-2.0,91.0,0.0,6.0,12.0,52.0,86.0,34.0
s: 3
t: 0.359
c: 8
mem: 48.0

i: 56.0,4.0,94.0,0.0,50.0,0.0,38.0,45.0,6.0
s: 4
t: 0.363
c: 10
mem: 48.0

i: 105.0,0.0,106.0,0.0,70.0,0.0,1.0,36.0,36.0
s: 5
t: 0.118
c: 8
mem: 96.0

i: 37.0,0.0,80.0,0.0,30.0,-10.0,43.0,49.0,6.0
s: 3
t: 0.358
c: 8
mem: 272.0

i: 45.0,0.0,85.0,-1.0,44.0,-1.0,40.0,41.0,2.0
s: 3
t: 0.483
c: 10
mem: 80.0

i: 46.0,2.0,76.0,0.0,46.0,9.0,30.0,30.0,0.0
s: 3
t: 0.537
c: 10
mem: 80.0

i: 44.0,3.0,76.0,-1.0,44.0,2.0,32.0,32.0,0.0
s: 3
t: 0.541
c: 10
mem: 96.0

i: 43.0,0.0,99.0,0.0,42.0,-7.0,56.0,58.0,2.0
s: 3
t: 0.454
c: 9
mem: 80.0

i: 45.0,0.0,88.0,-2.0,44.0,0.0,43.0,44.0,0.0
s: 2
t: 0.733
c: 10
mem: 96.0

i: 55.0,0.0,93.0,0.0,38.0,-18.0,37.0,54.0,16.0
s: 4
t: 0.368
c: 10
mem: 80.0

i: 41.0,0.0,77.0,0.0,42.0,11.0,36.0,35.0,0.0
s: 3
t: 0.541
c: 10
mem: 128.0

i: 49.0,0.0,83.0,-1.0,50.0,26.0,34.0,34.0,0.0
s: 3
t: 0.492
c: 9
mem: 176.0

i: 37.0,0.0,74.0,0.0,26.0,-9.0,38.0,48.0,10.0
s: 3
t: 0.359
c: 8
mem: 64.0

i: 49.0,0.0,86.0,0.0,46.0,-28.0,37.0,39.0,2.0
s: 3
t: 0.483
c: 10
mem: 64.0

i: 41.0,-3.0,76.0,0.0,38.0,-12.0,35.0,37.0,2.0
s: 3
t: 0.496
c: 10
mem: 112.0

i: 55.0,0.0,81.0,0.0,56.0,25.0,25.0,24.0,0.0
s: 3
t: 0.522
c: 10
mem: 176.0

i: 37.0,0.0,80.0,0.0,30.0,-6.0,43.0,49.0,6.0
s: 3
t: 0.302
c: 7
mem: 32.0

i: 49.0,5.0,87.0,0.0,50.0,4.0,38.0,38.0,0.0
s: 2
t: 0.750
c: 10
mem: 80.0

i: 59.0,1.0,87.0,5.0,60.0,0.0,28.0,28.0,0.0
s: 3
t: 0.335
c: 7
mem: 48.0

i: 55.0,0.0,98.0,0.0,46.0,-1.0,42.0,51.0,8.0
s: 4
t: 0.363
c: 10
mem: 64.0

i: 37.0,0.0,79.0,0.0,16.0,12.0,42.0,63.0,22.0
s: 3
t: 0.319
c: 7
mem: 256.0

i: 43.0,0.0,85.0,0.0,42.0,-1.0,42.0,44.0,2.0
s: 3
t: 0.491
c: 10
mem: 48.0

i: 37.0,0.0,104.0,0.0,24.0,2.0,67.0,80.0,14.0
s: 3
t: 0.358
c: 8
mem: 32.0

i: 78.0,0.0,82.0,-1.0,-46.0,0.0,4.0,128.0,124.0
s: 4
t: 0.105
c: 8
mem: 144.0

i: 47.0,0.0,79.0,3.0,46.0,0.0,32.0,32.0,0.0
s: 3
t: 0.544
c: 10
mem: 128.0

i: 37.0,0.0,84.0,1.0,28.0,-10.0,47.0,55.0,8.0
s: 3
t: 0.361
c: 8
mem: 48.0

i: 56.0,9.0,75.0,11.0,-4.0,0.0,19.0,80.0,62.0
s: 4
t: 0.405
c: 10
mem: 640.0

i: 53.0,3.0,81.0,0.0,54.0,5.0,28.0,27.0,0.0
s: 3
t: 0.548
c: 10
mem: 96.0

i: 37.0,0.0,77.0,0.0,36.0,-6.0,40.0,41.0,2.0
s: 3
t: 0.517
c: 10
mem: 32.0

i: 53.0,-2.0,83.0,0.0,52.0,-24.0,30.0,32.0,2.0
s: 3
t: 0.489
c: 10
mem: 48.0

i: 41.0,1.0,84.0,0.0,38.0,0.0,44.0,46.0,2.0
s: 3
t: 0.490
c: 10
mem: 64.0

i: 36.0,-5.0,81.0,0.0,36.0,0.0,45.0,45.0,0.0
s: 2
t: 0.728
c: 10
mem: 96.0

i: 39.0,-3.0,75.0,0.0,38.0,0.0,35.0,36.0,0.0
s: 3
t: 0.551
c: 10
mem: 96.0

i: 51.0,0.0,91.0,0.0,52.0,23.0,40.0,39.0,0.0
s: 2
t: 0.731
c: 10
mem: 80.0

i: 55.0,0.0,79.0,0.0,10.0,14.0,23.0,68.0,46.0
s: 4
t: 0.392
c: 10
mem: 224.0

i: 37.0,0.0,79.0,0.0,26.0,1.0,42.0,53.0,10.0
s: 3
t: 0.372
c: 8
mem: 48.0

i: 49.0,1.0,82.0,0.0,50.0,16.0,33.0,33.0,0.0
s: 3
t: 0.560
c: 10
mem: 64.0

i: 44.0,1.0,95.0,0.0,44.0,0.0,51.0,51.0,0.0
s: 2
t: 0.728
c: 10
mem: 64.0

i: 44.0,5.0,79.0,0.0,42.0,-18.0,35.0,37.0,2.0
s: 3
t: 0.498
c: 10
mem: 32.0

i: 55.0,-2.0,77.0,0.0,26.0,-12.0,22.0,52.0,30.0
s: 4
t: 0.397
c: 10
mem: 160.0

i: 37.0,0.0,77.0,3.0,34.0,-12.0,41.0,44.0,2.0
s: 3
t: 0.498
c: 10
mem: 128.0

i: 37.0,0.0,77.0,-7.0,-10.0,4.0,40.0,87.0,46.0
s: 3
t: 0.366
c: 8
mem: 32.0

i: 43.0,0.0,81.0,0.0,44.0,24.0,38.0,37.0,0.0
s: 2
t: 0.740
c: 10
mem: 16.0

i: 56.0,0.0,78.0,0.0,8.0,24.0,22.0,70.0,48.0
s: 4
t: 0.404
c: 10
mem: 64.0

i: 106.0,-2.0,108.0,0.0,72.0,6.0,1.0,35.0,34.0
s: 5
t: 0.131
c: 8
mem: 16.0

i: 46.0,0.0,85.0,0.0,46.0,2.0,39.0,39.0,0.0
s: 2
t: 0.741
c: 10
mem: 160.0

i: 37.0,0.0,83.0,0.0,34.0,18.0,46.0,49.0,2.0
s: 3
t: 0.496
c: 10
mem: 48.0

i: 49.0,0.0,86.0,0.0,46.0,-1.0,38.0,40.0,2.0
s: 3
t: 0.494
c: 10
mem: 64.0

i: 45.0,-2.0,79.0,0.0,46.0,13.0,33.0,32.0,0.0
s: 3
t: 0.547
c: 10
mem: 32.0

i: 37.0,0.0,81.0,6.0,36.0,-6.0,43.0,44.0,2.0
s: 3
t: 0.498
c: 10
mem: 32.0

i: 37.0,-1.0,77.0,1.0,34.0,0.0,40.0,44.0,4.0
s: 3
t: 0.364
c: 8
mem: 80.0

i: 37.0,0.0,80.0,0.0,34.0,-12.0,43.0,46.0,2.0
s: 3
t: 0.500
c: 10
mem: 16.0

i: 41.0,0.0,81.0,-7.0,42.0,1.0,40.0,40.0,0.0
s: 2
t: 0.658
c: 9
mem: 112.0

i: 45.0,0.0,80.0,0.0,46.0,26.0,35.0,34.0,0.0
s: 3
t: 0.499
c: 9
mem: 64.0

i: 56.0,0.0,77.0,0.0,18.0,28.0,22.0,59.0,38.0
s: 4
t: 0.391
c: 10
mem: 112.0

i: 40.0,3.0,106.0,-1.0,38.0,0.0,65.0,67.0,2.0
s: 3
t: 0.448
c: 9
mem: 112.0

i: 47.0,0.0,79.0,8.0,46.0,0.0,31.0,32.0,0.0
s: 3
t: 0.431
c: 8
mem: 32.0

i: 41.0,0.0,87.0,0.0,42.0,24.0,46.0,46.0,0.0
s: 2
t: 0.731
c: 10
mem: 16.0

i: 44.0,-4.0,100.0,0.0,44.0,0.0,56.0,56.0,0.0
s: 2
t: 0.750
c: 10
mem: 48.0

i: 53.0,0.0,86.0,0.0,54.0,5.0,33.0,32.0,0.0
s: 3
t: 0.539
c: 10
mem: 16.0

i: 37.0,0.0,82.0,0.0,18.0,10.0,45.0,64.0,18.0
s: 3
t: 0.339
c: 7
mem: 0.0

i: 47.0,-1.0,78.0,0.0,46.0,0.0,31.0,32.0,0.0
s: 3
t: 0.561
c: 10
mem: 48.0

i: 37.0,3.0,104.0,0.0,20.0,-17.0,66.0,83.0,16.0
s: 3
t: 0.366
c: 8
mem: 16.0

i: 47.0,0.0,90.0,3.0,46.0,0.0,44.0,44.0,0.0
s: 2
t: 0.740
c: 10
mem: 64.0

i: 54.0,0.0,83.0,2.0,54.0,0.0,29.0,29.0,0.0
s: 3
t: 0.524
c: 10
mem: 32.0

i: 44.0,0.0,88.0,0.0,44.0,9.0,44.0,44.0,0.0
s: 2
t: 0.743
c: 10
mem: 48.0

i: 46.0,1.0,88.0,0.0,46.0,0.0,41.0,41.0,0.0
s: 2
t: 0.743
c: 10
mem: 64.0

i: 51.0,4.0,87.0,-1.0,52.0,16.0,36.0,35.0,0.0
s: 3
t: 0.572
c: 10
mem: 80.0

i: 81.0,0.0,84.0,0.0,-20.0,-12.0,4.0,105.0,102.0
s: 5
t: 0.122
c: 8
mem: 0.0

i: 37.0,0.0,79.0,0.0,26.0,23.0,42.0,53.0,10.0
s: 3
t: 0.359
c: 8
mem: 64.0

i: 58.0,1.0,86.0,0.0,56.0,0.0,27.0,29.0,2.0
s: 3
t: 0.219
c: 6
mem: 48.0

i: 51.0,1.0,77.0,0.0,52.0,13.0,26.0,25.0,0.0
s: 3
t: 0.578
c: 10
mem: 160.0

i: 41.0,0.0,87.0,5.0,38.0,-4.0,46.0,48.0,2.0
s: 3
t: 0.496
c: 10
mem: 64.0

i: 43.0,-4.0,81.0,0.0,44.0,13.0,38.0,37.0,0.0
s: 2
t: 0.743
c: 10
mem: 64.0

i: 54.0,0.0,80.0,-3.0,54.0,0.0,26.0,26.0,0.0
s: 3
t: 0.500
c: 9
mem: 128.0

i: 47.0,0.0,76.0,6.0,46.0,0.0,30.0,30.0,0.0
s: 3
t: 0.552
c: 10
mem: 48.0

i: 103.0,5.0,104.0,1.0,72.0,6.0,1.0,31.0,30.0
s: 5
t: 0.121
c: 8
mem: 0.0

i: 42.0,0.0,81.0,0.0,42.0,0.0,40.0,40.0,0.0
s: 2
t: 0.759
c: 10
mem: 96.0

i: 55.0,0.0,96.0,3.0,54.0,0.0,41.0,42.0,2.0
s: 3
t: 0.229
c: 6
mem: 48.0

i: 49.0,0.0,84.0,0.0,50.0,8.0,35.0,35.0,0.0
s: 3
t: 0.552
c: 10
mem: 64.0

i: 41.0,0.0,83.0,0.0,42.0,7.0,42.0,41.0,0.0
s: 2
t: 0.730
c: 10
mem: 0.0

i: 43.0,0.0,83.0,-5.0,42.0,-13.0,39.0,41.0,2.0
s: 3
t: 0.442
c: 9
mem: 0.0

i: 41.0,0.0,86.0,-5.0,38.0,-4.0,46.0,48.0,2.0
s: 3
t: 0.448
c: 9
mem: 0.0

i: 38.0,0.0,107.0,1.0,38.0,0.0,69.0,68.0,0.0
s: 2
t: 0.754
c: 10
mem: 48.0

i: 55.0,0.0,77.0,0.0,44.0,22.0,22.0,34.0,12.0
s: 4
t: 0.420
c: 10
mem: 96.0

i: 52.0,0.0,87.0,0.0,54.0,31.0,35.0,33.0,0.0
s: 3
t: 0.484
c: 9
mem: 48.0

i: 55.0,1.0,80.0,-4.0,54.0,0.0,25.0,26.0,2.0
s: 3
t: 0.439
c: 9
mem: 48.0

i: 56.0,0.0,97.0,-1.0,46.0,0.0,41.0,50.0,10.0
s: 4
t: 0.373
c: 10
mem: 64.0

i: 56.0,2.0,81.0,4.0,-6.0,-21.0,25.0,88.0,64.0
s: 4
t: 0.353
c: 10
mem: 64.0

i: 55.0,1.0,86.0,0.0,54.0,0.0,31.0,32.0,0.0
s: 3
t: 0.331
c: 7
mem: 16.0

i: 37.0,0.0,79.0,0.0,16.0,-15.0,43.0,64.0,22.0
s: 3
t: 0.323
c: 7
mem: 0.0

i: 53.0,1.0,84.0,0.0,52.0,-7.0,32.0,33.0,2.0
s: 3
t: 0.497
c: 10
mem: 32.0

i: 55.0,0.0,98.0,0.0,52.0,0.0,42.0,46.0,4.0
s: 4
t: 0.383
c: 10
mem: 16.0

i: 46.0,0.0,83.0,8.0,46.0,0.0,37.0,37.0,0.0
s: 2
t: 0.751
c: 10
mem: 48.0

i: 53.0,2.0,86.0,0.0,54.0,18.0,33.0,32.0,0.0
s: 3
t: 0.548
c: 10
mem: 16.0

i: 55.0,5.0,96.0,0.0,52.0,0.0,41.0,44.0,4.0
s: 4
t: 0.383
c: 10
mem: 32.0

i: 37.0,0.0,78.0,0.0,-4.0,-9.0,41.0,83.0,42.0
s: 3
t: 0.367
c: 8
mem: 64.0

i: 38.0,-3.0,81.0,0.0,38.0,0.0,43.0,43.0,0.0
s: 2
t: 0.739
c: 10
mem: 64.0

i: 49.0,1.0,77.0,0.0,46.0,-6.0,29.0,31.0,2.0
s: 3
t: 0.494
c: 10
mem: 64.0

i: 41.0,1.0,76.0,0.0,42.0,13.0,35.0,35.0,0.0
s: 3
t: 0.556
c: 10
mem: 64.0

i: 44.0,0.0,81.0,0.0,42.0,-22.0,38.0,40.0,2.0
s: 3
t: 0.503
c: 10
mem: 32.0

i: 37.0,0.0,79.0,0.0,2.0,25.0,42.0,76.0,34.0
s: 3
t: 0.370
c: 8
mem: 64.0

i: 43.0,0.0,83.0,-1.0,42.0,0.0,40.0,41.0,2.0
s: 3
t: 0.268
c: 6
mem: 0.0

i: 38.0,3.0,106.0,0.0,38.0,1.0,68.0,67.0,0.0
s: 2
t: 0.772
c: 10
mem: 0.0

i: 56.0,4.0,98.0,0.0,52.0,12.0,42.0,46.0,4.0
s: 4
t: 0.381
c: 10
mem: 32.0

i: 45.0,-2.0,81.0,0.0,44.0,-9.0,35.0,37.0,2.0
s: 3
t: 0.512
c: 10
mem: 32.0

i: 50.0,4.0,79.0,2.0,50.0,0.0,29.0,30.0,0.0
s: 3
t: 0.557
c: 10
mem: 32.0

i: 37.0,0.0,80.0,-7.0,36.0,0.0,43.0,44.0,2.0
s: 3
t: 0.450
c: 9
mem: 16.0

i: 39.0,-2.0,79.0,0.0,38.0,0.0,40.0,40.0,0.0
s: 2
t: 0.745
c: 10
mem: 32.0

i: 55.0,0.0,81.0,0.0,56.0,26.0,26.0,24.0,0.0
s: 3
t: 0.420
c: 8
mem: 16.0

i: 56.0,0.0,97.0,0.0,50.0,13.0,41.0,48.0,6.0
s: 4
t: 0.384
c: 10
mem: 16.0

i: 37.0,0.0,90.0,0.0,20.0,5.0,53.0,70.0,16.0
s: 3
t: 0.343
c: 7
mem: 16.0

i: 37.0,0.0,79.0,0.0,34.0,-17.0,43.0,46.0,2.0
s: 3
t: 0.515
c: 10
mem: 0.0

i: 37.0,0.0,76.0,8.0,24.0,0.0,40.0,53.0,14.0
s: 3
t: 0.368
c: 8
mem: 0.0

i: 43.0,2.0,78.0,7.0,42.0,0.0,35.0,37.0,2.0
s: 3
t: 0.511
c: 10
mem: 32.0

i: 49.0,0.0,86.0,0.0,46.0,-2.0,38.0,40.0,2.0
s: 3
t: 0.269
c: 6
mem: 16.0

i: 56.0,0.0,80.0,0.0,0.0,29.0,24.0,80.0,56.0
s: 4
t: 0.350
c: 10
mem: 32.0

i: 43.0,0.0,90.0,0.0,44.0,29.0,47.0,46.0,0.0
s: 2
t: 0.649
c: 9
mem: 32.0

i: 39.0,4.0,82.0,0.0,38.0,0.0,43.0,43.0,0.0
s: 2
t: 0.747
c: 10
mem: 64.0

i: 56.0,0.0,97.0,0.0,54.0,3.0,40.0,42.0,2.0
s: 3
t: 0.236
c: 6
mem: 48.0

i: 47.0,0.0,88.0,4.0,46.0,0.0,41.0,42.0,0.0
s: 2
t: 0.765
c: 10
mem: 32.0

i: 106.0,0.0,108.0,8.0,70.0,0.0,2.0,38.0,36.0
s: 5
t: 0.112
c: 8
mem: 0.0

i: 77.0,0.0,81.0,0.0,-40.0,10.0,4.0,123.0,118.0
s: 4
t: 0.102
c: 8
mem: 0.0

i: 45.0,0.0,85.0,0.0,44.0,706.0,41.0,41.0,0.0
s: 2
t: 0.646
c: 9
mem: 32.0

i: 43.0,0.0,76.0,0.0,42.0,-24.0,33.0,35.0,2.0
s: 3
t: 0.495
c: 10
mem: 48.0

i: 45.0,0.0,88.0,-2.0,46.0,-11.0,42.0,41.0,0.0
s: 2
t: 0.738
c: 10
mem: 64.0

i: 38.0,3.0,81.0,0.0,38.0,23.0,43.0,42.0,0.0
s: 2
t: 0.746
c: 10
mem: 48.0

i: 43.0,0.0,89.0,0.0,42.0,-12.0,46.0,48.0,2.0
s: 3
t: 0.509
c: 10
mem: 0.0

i: 50.0,0.0,86.0,0.0,50.0,0.0,35.0,37.0,2.0
s: 3
t: 0.518
c: 10
mem: 32.0

i: 45.0,0.0,79.0,0.0,46.0,26.0,34.0,33.0,0.0
s: 3
t: 0.514
c: 9
mem: 64.0

i: 49.0,2.0,83.0,0.0,46.0,-1.0,34.0,37.0,2.0
s: 3
t: 0.498
c: 10
mem: 32.0

i: 43.0,4.0,83.0,0.0,42.0,0.0,40.0,42.0,2.0
s: 3
t: 0.504
c: 10
mem: 48.0

i: 52.0,3.0,88.0,0.0,52.0,0.0,36.0,37.0,0.0
s: 3
t: 0.551
c: 10
mem: 64.0

i: 41.0,0.0,82.0,-1.0,38.0,-13.0,41.0,43.0,2.0
s: 3
t: 0.502
c: 10
mem: 0.0

i: 55.0,3.0,85.0,0.0,54.0,0.0,30.0,31.0,0.0
s: 3
t: 0.336
c: 7
mem: 0.0

i: 41.0,0.0,80.0,0.0,42.0,20.0,39.0,39.0,0.0
s: 2
t: 0.754
c: 10
mem: 32.0

i: 45.0,0.0,81.0,-1.0,44.0,-2.0,36.0,37.0,0.0
s: 3
t: 0.576
c: 10
mem: 16.0

i: 45.0,0.0,81.0,0.0,44.0,-1.0,36.0,37.0,0.0
s: 3
t: 0.535
c: 10
mem: 0.0

i: 51.0,3.0,86.0,0.0,52.0,13.0,35.0,34.0,0.0
s: 3
t: 0.557
c: 10
mem: 16.0

i: 51.0,0.0,83.0,0.0,50.0,-12.0,32.0,33.0,2.0
s: 3
t: 0.510
c: 10
mem: 16.0

i: 41.0,0.0,85.0,0.0,38.0,-9.0,44.0,46.0,2.0
s: 3
t: 0.509
c: 10
mem: 0.0

i: 45.0,-1.0,82.0,0.0,46.0,14.0,37.0,35.0,0.0
s: 2
t: 0.749
c: 10
mem: 32.0

i: 55.0,-4.0,80.0,1.0,24.0,29.0,25.0,57.0,32.0
s: 4
t: 0.342
c: 10
mem: 64.0

i: 55.0,5.0,87.0,-7.0,54.0,0.0,32.0,33.0,2.0
s: 3
t: 0.360
c: 8
mem: 0.0

i: 81.0,0.0,84.0,0.0,-12.0,11.0,3.0,97.0,94.0
s: 5
t: 0.121
c: 8
mem: 16.0

i: 39.0,3.0,76.0,0.0,38.0,0.0,36.0,37.0,0.0
s: 3
t: 0.563
c: 10
mem: 48.0

i: 37.0,0.0,103.0,0.0,34.0,6.0,66.0,69.0,4.0
s: 3
t: 0.324
c: 7
mem: 32.0

i: 53.0,2.0,104.0,0.0,54.0,4.0,50.0,49.0,0.0
s: 2
t: 0.724
c: 10
mem: 64.0

i: 45.0,0.0,87.0,2.0,44.0,-19.0,42.0,43.0,2.0
s: 3
t: 0.514
c: 10
mem: 0.0

i: 56.0,0.0,77.0,2.0,0.0,0.0,22.0,77.0,56.0
s: 4
t: 0.400
c: 10
mem: 80.0

i: 45.0,-45.0,81.0,0.0,44.0,0.0,36.0,37.0,2.0
s: 3
t: 0.215
c: 9
mem: 240.0

i: 41.0,0.0,89.0,7.0,38.0,0.0,48.0,50.0,2.0
s: 3
t: 0.508
c: 10
mem: 160.0

i: 53.0,-1.0,80.0,0.0,54.0,0.0,27.0,26.0,0.0
s: 3
t: 0.546
c: 10
mem: 80.0

i: 37.0,0.0,81.0,0.0,18.0,-18.0,44.0,63.0,18.0
s: 3
t: 0.322
c: 7
mem: 32.0

i: 38.0,3.0,76.0,0.0,36.0,-22.0,38.0,40.0,2.0
s: 3
t: 0.505
c: 10
mem: 64.0

i: 49.0,5.0,78.0,-7.0,50.0,2.0,29.0,29.0,0.0
s: 3
t: 0.502
c: 9
mem: 64.0

i: 44.0,1.0,79.0,-1.0,44.0,0.0,35.0,35.0,0.0
s: 3
t: 0.567
c: 10
mem: 64.0

i: 37.0,0.0,77.0,0.0,24.0,-13.0,40.0,54.0,14.0
s: 3
t: 0.377
c: 8
mem: 0.0

i: 55.0,0.0,81.0,0.0,-22.0,-10.0,26.0,105.0,78.0
s: 4
t: 0.337
c: 10
mem: 32.0

i: 37.0,0.0,103.0,0.0,34.0,17.0,66.0,69.0,4.0
s: 3
t: 0.327
c: 7
mem: 64.0

i: 37.0,0.0,78.0,0.0,18.0,-23.0,42.0,60.0,18.0
s: 3
t: 0.329
c: 7
mem: 32.0

i: 104.0,2.0,105.0,0.0,70.0,-29.0,1.0,35.0,34.0
s: 5
t: 0.122
c: 8
mem: 0.0

i: 55.0,0.0,77.0,0.0,-4.0,-7.0,21.0,82.0,60.0
s: 4
t: 0.399
c: 10
mem: 96.0

max time: 0.77
min time: 0.10
avg time: 0.47

avg calls: 9.21
