vars: 1749
i: 0.79,0.36,0.48,0.5,0.46,0.82,0.7
s: 3
t: 0.281
c: 6
mem: 0.0

i: 0.59,0.29,0.48,0.5,0.64,0.75,0.77
s: 4
t: 0.228
c: 6
mem: 0.0

i: 0.47,0.46,0.48,0.5,0.62,0.74,0.77
s: 5
t: 0.403
c: 7
mem: 0.0

i: 0.64,0.72,0.48,0.5,0.49,0.42,0.19
s: 4
t: 0.168
c: 6
mem: 0.0

i: 0.49,0.43,0.48,0.5,0.49,0.3,0.4
s: 3
t: 0.242
c: 6
mem: 0.0

i: 0.54,0.49,0.48,0.5,0.4,0.87,0.88
s: 3
t: 0.386
c: 7
mem: 0.0

i: 0.44,0.51,0.48,0.5,0.47,0.26,0.36
s: 3
t: 0.262
c: 6
mem: 0.0

i: 0.57,0.54,0.48,0.5,0.37,0.28,0.33
s: 4
t: 0.267
c: 6
mem: 0.0

i: 0.23,0.58,0.48,0.5,0.37,0.53,0.59
s: 3
t: 0.237
c: 6
mem: 0.0

i: 0.06,0.61,0.48,0.5,0.49,0.92,0.37
s: 3
t: 0.406
c: 7
mem: 0.0

i: 0.38,0.4,0.48,0.5,0.63,0.25,0.35
s: 3
t: 0.250
c: 6
mem: 0.0

i: 0.64,0.57,0.48,0.5,0.7,0.33,0.26
s: 4
t: 0.092
c: 6
mem: 0.0

i: 0.64,0.78,0.48,0.5,0.5,0.36,0.38
s: 4
t: 0.217
c: 6
mem: 0.0

i: 0.54,0.47,0.48,0.5,0.28,0.33,0.42
s: 3
t: 0.214
c: 6
mem: 0.0

i: 0.23,0.48,0.48,0.5,0.59,0.88,0.89
s: 3
t: 0.367
c: 7
mem: 0.0

i: 0.16,0.51,0.48,0.5,0.33,0.39,0.48
s: 4
t: 0.276
c: 6
mem: 0.0

i: 0.48,0.45,0.48,0.5,0.6,0.78,0.8
s: 4
t: 0.396
c: 7
mem: 0.0

i: 0.49,0.29,0.48,0.5,0.56,0.24,0.35
s: 3
t: 0.230
c: 6
mem: 0.0

i: 0.66,0.48,0.48,0.5,0.54,0.7,0.74
s: 5
t: 0.274
c: 7
mem: 0.0

i: 0.63,0.57,0.48,0.5,0.49,0.7,0.2
s: 5
t: 0.268
c: 7
mem: 0.0

i: 0.43,0.59,0.48,0.5,0.52,0.49,0.56
s: 5
t: 0.235
c: 6
mem: 0.0

i: 0.63,0.69,0.48,0.5,0.65,0.41,0.28
s: 4
t: 0.073
c: 6
mem: 0.0

i: 0.65,0.47,0.48,0.5,0.59,0.3,0.4
s: 3
t: 0.279
c: 6
mem: 0.0

i: 0.69,0.65,0.48,0.5,0.63,0.48,0.41
s: 4
t: 0.248
c: 6
mem: 0.0

i: 0.12,0.43,0.48,0.5,0.63,0.7,0.74
s: 3
t: 0.376
c: 7
mem: 0.0

i: 0.75,0.84,0.48,0.5,0.35,0.52,0.33
s: 4
t: 0.240
c: 6
mem: 0.0

i: 0.68,0.78,0.48,0.5,0.43,0.44,0.42
s: 4
t: 0.177
c: 6
mem: 0.0

i: 0.74,0.49,0.48,0.5,0.42,0.54,0.36
s: 4
t: 0.294
c: 6
mem: 0.0

i: 0.81,0.44,0.48,0.5,0.42,0.67,0.68
s: 4
t: 0.242
c: 6
mem: 0.0

i: 0.44,0.35,0.48,0.5,0.44,0.52,0.59
s: 4
t: 0.203
c: 6
mem: 0.0

i: 0.66,0.74,0.48,0.5,0.31,0.38,0.43
s: 4
t: 0.233
c: 6
mem: 0.0

i: 0.5,0.57,0.48,0.5,0.71,0.61,0.66
s: 4
t: 0.420
c: 7
mem: 0.0

i: 0.67,0.81,0.48,0.5,0.25,0.42,0.25
s: 4
t: 0.223
c: 6
mem: 0.0

i: 0.7,0.71,0.48,0.5,0.42,0.84,0.85
s: 4
t: 0.429
c: 7
mem: 0.0

i: 0.64,0.81,0.48,0.5,0.37,0.39,0.44
s: 4
t: 0.222
c: 6
mem: 0.0

i: 0.41,0.48,0.48,0.5,0.51,0.44,0.51
s: 4
t: 0.202
c: 6
mem: 0.0

i: 0.64,0.58,0.48,0.5,0.48,0.78,0.73
s: 4
t: 0.372
c: 7
mem: 0.0

i: 0.56,0.68,0.48,0.5,0.77,0.36,0.45
s: 5
t: 0.093
c: 6
mem: 0.0

i: 0.61,0.45,0.48,0.5,0.48,0.35,0.41
s: 3
t: 0.276
c: 6
mem: 0.0

i: 0.43,0.32,0.48,0.5,0.33,0.45,0.52
s: 3
t: 0.234
c: 6
mem: 0.0

i: 0.39,0.31,0.48,0.5,0.38,0.34,0.43
s: 3
t: 0.213
c: 6
mem: 0.0

i: 0.22,0.36,0.48,0.5,0.35,0.39,0.47
s: 3
t: 0.213
c: 6
mem: 0.0

i: 0.41,0.43,0.48,0.5,0.5,0.24,0.25
s: 3
t: 0.233
c: 6
mem: 0.0

i: 0.44,0.56,0.48,0.5,0.5,0.46,0.54
s: 4
t: 0.221
c: 6
mem: 0.0

i: 0.23,0.34,0.48,0.5,0.43,0.26,0.37
s: 3
t: 0.236
c: 6
mem: 0.0

i: 0.6,0.5,1.0,0.5,0.54,0.77,0.8
s: 4
t: 0.347
c: 6
mem: 0.0

i: 0.61,0.66,0.48,0.5,0.46,0.87,0.88
s: 3
t: 0.402
c: 7
mem: 0.0

i: 0.33,0.37,0.48,0.5,0.46,0.65,0.69
s: 3
t: 0.393
c: 7
mem: 0.0

i: 0.29,0.37,0.48,0.5,0.48,0.44,0.52
s: 4
t: 0.207
c: 6
mem: 0.0

i: 0.29,0.3,0.48,0.5,0.45,0.03,0.17
s: 3
t: 0.246
c: 6
mem: 0.0

i: 0.47,0.28,0.48,0.5,0.56,0.2,0.25
s: 3
t: 0.235
c: 6
mem: 0.0

i: 0.41,0.51,0.48,0.5,0.53,0.75,0.78
s: 3
t: 0.411
c: 7
mem: 0.0

i: 0.11,0.5,0.48,0.5,0.58,0.72,0.68
s: 3
t: 0.385
c: 7
mem: 0.0

i: 0.87,0.49,0.48,0.5,0.61,0.76,0.79
s: 3
t: 0.269
c: 6
mem: 0.0

i: 0.34,0.45,0.48,0.5,0.38,0.24,0.35
s: 3
t: 0.232
c: 6
mem: 0.0

i: 0.51,0.49,0.48,0.5,0.53,0.14,0.26
s: 4
t: 0.260
c: 6
mem: 0.0

i: 0.44,0.28,0.48,0.5,0.43,0.27,0.37
s: 3
t: 0.231
c: 6
mem: 0.0

i: 0.41,0.43,0.48,0.5,0.45,0.31,0.41
s: 3
t: 0.208
c: 6
mem: 0.0

i: 0.36,0.47,0.48,0.5,0.51,0.69,0.72
s: 3
t: 0.404
c: 7
mem: 0.0

i: 0.51,0.54,0.48,0.5,0.41,0.34,0.43
s: 3
t: 0.229
c: 6
mem: 0.0

i: 0.37,0.44,0.48,0.5,0.42,0.39,0.47
s: 3
t: 0.204
c: 6
mem: 0.0

i: 0.68,0.76,0.48,0.5,0.84,0.45,0.27
s: 4
t: 0.075
c: 6
mem: 0.0

i: 0.67,0.61,0.48,0.5,0.51,0.37,0.38
s: 4
t: 0.239
c: 6
mem: 0.0

i: 0.52,0.81,0.48,0.5,0.72,0.38,0.38
s: 4
t: 0.209
c: 6
mem: 0.0

i: 0.39,0.32,0.48,0.5,0.46,0.24,0.35
s: 3
t: 0.233
c: 6
mem: 0.0

i: 0.47,0.47,0.48,0.5,0.22,0.16,0.26
s: 3
t: 0.259
c: 6
mem: 0.0

i: 0.24,0.57,0.48,0.5,0.63,0.34,0.43
s: 3
t: 0.243
c: 6
mem: 0.0

i: 0.61,0.75,0.48,0.5,0.51,0.33,0.33
s: 5
t: 0.097
c: 6
mem: 0.0

i: 0.23,0.4,0.48,0.5,0.39,0.28,0.38
s: 3
t: 0.230
c: 6
mem: 0.0

i: 0.1,0.49,0.48,0.5,0.41,0.67,0.21
s: 3
t: 0.428
c: 7
mem: 0.0

i: 0.38,0.44,0.48,0.5,0.43,0.2,0.31
s: 3
t: 0.239
c: 6
mem: 0.0

i: 0.29,0.47,0.48,0.5,0.41,0.23,0.34
s: 3
t: 0.253
c: 6
mem: 0.0

i: 0.74,0.7,0.48,0.5,0.66,0.65,0.69
s: 4
t: 0.588
c: 7
mem: 0.0

i: 0.86,0.55,0.48,0.5,0.63,0.81,0.83
s: 3
t: 0.281
c: 6
mem: 0.0

i: 0.25,0.37,0.48,0.5,0.43,0.26,0.36
s: 3
t: 0.248
c: 6
mem: 0.0

i: 0.43,0.4,0.48,0.5,0.58,0.75,0.78
s: 3
t: 0.411
c: 7
mem: 0.0

max time: 0.59
min time: 0.07
avg time: 0.28

avg calls: 6.30
