vars: 15499
mem: 10544.0

i: 65,93,68,73,92,23,13,0,0,38,87,65,100,100,5,98
s: 9
t: 33.023
c: 17
mem: 7856.0

i: 16,87,66,100,86,81,48,57,77,46,100,21,60,0,0,2
s: 14
t: 32.446
c: 17
mem: 5920.0

i: 34,85,62,100,79,76,51,49,90,36,100,13,48,0,0,7
s: 11
t: 30.304
c: 17
mem: 2576.0

i: 18,95,22,59,73,44,44,0,11,31,0,85,51,100,100,99
s: 10
t: 61.189
c: 17
mem: 12592.0

i: 70,94,98,100,100,79,70,61,75,35,62,12,26,0,0,0
s: 12
t: 32.111
c: 17
mem: 7104.0

i: 30,83,69,100,66,65,38,35,0,12,4,7,52,8,100,0
s: 10
t: 41.581
c: 17
mem: 2736.0

i: 0,88,41,100,73,80,64,40,49,0,40,13,49,42,100,46
s: 13
t: 31.588
c: 17
mem: 0.0

i: 100,100,58,81,24,56,0,28,11,0,64,3,62,25,7,25
s: 10
t: 22.577
c: 17
mem: 0.0

i: 95,31,44,2,0,26,11,69,60,100,100,73,84,30,40,0
s: 12
t: 34.980
c: 17
mem: 0.0

i: 19,84,63,100,100,93,60,73,74,51,96,30,50,13,0,0
s: 13
t: 35.463
c: 17
mem: 2176.0

i: 55,100,17,76,0,50,3,22,41,0,100,10,62,24,10,8
s: 11
t: 16.119
c: 17
mem: 5056.0

i: 41,69,78,60,100,100,37,97,57,69,89,54,66,7,0,0
s: 13
t: 43.252
c: 17
mem: 2592.0

i: 46,92,73,100,100,83,66,66,73,44,75,20,37,8,0,0
s: 12
t: 29.157
c: 17
mem: 3536.0

i: 33,82,53,99,100,100,73,72,81,48,89,20,48,2,0,0
s: 12
t: 39.218
c: 17
mem: 2208.0

i: 36,81,36,70,80,36,52,0,0,22,29,63,35,94,100,100
s: 8
t: 58.041
c: 17
mem: 4496.0

i: 26,100,0,75,2,47,61,41,100,63,93,56,84,27,75,0
s: 8
t: 29.832
c: 17
mem: 15136.0

i: 15,89,0,68,87,69,86,25,21,0,4,45,8,86,100,100
s: 9
t: 55.363
c: 17
mem: 12960.0

i: 75,61,85,100,22,82,37,42,55,2,0,0,31,36,100,60
s: 12
t: 47.487
c: 17
mem: 12368.0

i: 27,84,20,51,38,11,0,0,2,47,9,93,54,100,100,99
s: 10
t: 51.028
c: 17
mem: 0.0

i: 41,82,64,100,83,77,46,53,93,42,100,19,52,6,0,0
s: 12
t: 31.726
c: 17
mem: 0.0

i: 48,100,18,59,43,74,53,82,41,22,0,0,38,1,100,0
s: 12
t: 38.843
c: 17
mem: 0.0

i: 68,100,42,75,0,52,44,50,100,66,86,46,51,20,41,0
s: 10
t: 22.204
c: 17
mem: 0.0

i: 69,63,100,100,12,100,0,66,86,77,99,75,67,35,49,0
s: 10
t: 62.883
c: 17
mem: 0.0

i: 100,79,67,100,26,76,41,38,47,0,0,8,38,38,96,58
s: 9
t: 39.774
c: 17
mem: 0.0

i: 56,97,15,77,0,35,23,0,70,3,100,36,95,78,54,100
s: 9
t: 45.395
c: 17
mem: 0.0

i: 15,100,0,74,20,45,82,47,100,64,84,68,77,34,73,0
s: 8
t: 30.985
c: 17
mem: 0.0

i: 0,99,48,100,67,84,56,43,56,0,43,1,52,29,100,39
s: 12
t: 38.728
c: 17
mem: 10272.0

i: 0,81,34,100,68,83,56,52,24,29,16,20,64,17,100,0
s: 11
t: 30.824
c: 17
mem: 30672.0

i: 37,61,0,70,22,92,60,100,91,85,100,57,91,28,80,0
s: 14
t: 45.027
c: 17
mem: 6288.0

i: 0,54,35,72,69,92,100,100,83,75,64,50,42,25,25,0
s: 12
t: 58.531
c: 17
mem: 5456.0

i: 36,91,39,53,40,15,0,0,2,31,19,71,57,91,100,100
s: 10
t: 53.341
c: 17
mem: 9232.0

i: 13,100,18,72,100,85,18,95,12,75,98,67,64,30,0,0
s: 11
t: 61.448
c: 17
mem: 20800.0

i: 24,91,0,55,22,3,71,0,100,48,82,100,37,76,1,33
s: 10
t: 44.427
c: 17
mem: 9568.0

i: 70,100,21,78,0,40,11,0,65,6,94,43,100,82,45,88
s: 10
t: 47.357
c: 17
mem: 8400.0

i: 100,100,54,94,17,68,0,32,21,0,65,9,52,40,14,22
s: 10
t: 23.206
c: 17
mem: 13008.0

i: 46,75,44,100,79,90,56,44,19,6,0,6,50,10,100,0
s: 9
t: 41.689
c: 17
mem: 10576.0

i: 18,26,43,0,77,5,100,43,88,86,55,100,21,88,0,52
s: 11
t: 44.894
c: 17
mem: 8720.0

i: 41,96,17,76,50,37,31,0,0,34,1,86,49,98,100,100
s: 9
t: 74.246
c: 17
mem: 16464.0

i: 76,76,48,100,0,80,37,58,100,74,84,57,46,29,19,0
s: 9
t: 77.686
c: 17
mem: 22160.0

i: 55,100,22,90,0,54,12,16,58,4,100,20,56,25,18,0
s: 10
t: 17.175
c: 17
mem: 1776.0

i: 58,100,24,89,0,50,100,55,97,70,55,94,52,47,53,0
s: 8
t: 30.512
c: 17
mem: 4832.0

i: 7,100,8,75,0,45,13,23,64,26,70,36,84,28,100,0
s: 11
t: 19.087
c: 17
mem: 3504.0

i: 65,84,31,100,0,63,15,16,62,0,100,30,89,78,44,94
s: 10
t: 42.786
c: 17
mem: 5456.0

i: 84,54,26,47,0,75,40,100,93,90,100,55,70,24,25,0
s: 12
t: 55.316
c: 17
mem: 1456.0

i: 0,39,35,58,69,76,100,100,86,88,69,60,52,30,45,0
s: 9
t: 68.295
c: 17
mem: 0.0

i: 0,86,42,100,82,78,64,36,34,0,11,22,47,36,100,41
s: 13
t: 39.092
c: 17
mem: 0.0

i: 12,92,1,58,62,38,50,0,0,15,2,59,30,96,100,100
s: 8
t: 67.051
c: 17
mem: 0.0

i: 100,77,70,100,33,75,31,36,17,0,0,17,39,45,93,62
s: 10
t: 42.962
c: 17
mem: 0.0

i: 34,100,2,82,0,28,32,0,70,10,100,44,89,90,53,100
s: 9
t: 45.107
c: 17
mem: 0.0

i: 0,96,54,100,65,76,41,39,24,0,16,14,45,34,100,35
s: 9
t: 50.641
c: 17
mem: 0.0

i: 50,67,75,100,67,81,56,40,43,2,0,0,57,2,100,4
s: 11
t: 46.396
c: 17
mem: 0.0

i: 17,81,43,100,100,91,75,63,49,37,98,16,62,0,0,1
s: 10
t: 39.391
c: 17
mem: 0.0

i: 60,94,40,72,97,36,93,0,0,15,30,52,100,86,37,100
s: 8
t: 45.762
c: 17
mem: 0.0

i: 73,100,35,93,6,61,0,25,42,0,100,18,72,42,19,21
s: 9
t: 22.462
c: 17
mem: 8128.0

i: 55,100,20,69,3,36,4,3,72,0,100,31,68,57,0,45
s: 10
t: 19.975
c: 17
mem: 0.0

i: 100,94,51,83,0,76,40,100,80,96,58,61,29,30,8,0
s: 11
t: 71.026
c: 17
mem: 0.0

i: 63,100,14,72,0,41,87,41,100,62,63,74,60,36,52,0
s: 10
t: 18.645
c: 17
mem: 24880.0

i: 0,64,34,76,73,94,100,100,82,75,67,50,53,25,42,0
s: 12
t: 59.363
c: 17
mem: 688.0

i: 100,100,60,83,24,51,0,17,45,0,94,17,57,41,6,30
s: 9
t: 22.144
c: 17
mem: 0.0

i: 0,55,35,84,60,100,50,65,47,29,15,0,31,4,100,6
s: 12
t: 46.689
c: 17
mem: 0.0

i: 0,100,16,91,69,94,100,90,65,70,45,45,31,18,20,0
s: 10
t: 40.865
c: 17
mem: 0.0

i: 100,100,52,94,22,70,1,44,0,15,39,0,70,19,29,28
s: 10
t: 25.471
c: 17
mem: 12208.0

i: 9,45,0,65,45,89,100,100,88,75,79,50,61,25,52,0
s: 12
t: 61.159
c: 17
mem: 1200.0

i: 1,73,29,100,74,97,56,63,21,34,0,4,50,0,100,0
s: 11
t: 25.371
c: 17
mem: 35920.0

i: 0,44,31,59,67,79,100,100,93,79,76,54,69,26,71,0
s: 11
t: 71.002
c: 17
mem: 7664.0

i: 0,93,38,100,96,95,100,57,78,20,57,0,23,32,74,38
s: 12
t: 36.443
c: 17
mem: 3104.0

i: 0,92,39,100,67,79,50,37,24,0,17,22,52,41,100,46
s: 14
t: 41.240
c: 17
mem: 0.0

i: 69,89,6,100,10,64,35,26,10,0,0,36,47,64,100,91
s: 9
t: 46.561
c: 17
mem: 10832.0

i: 55,100,36,65,0,29,55,33,100,44,77,86,73,45,78,0
s: 10
t: 19.057
c: 17
mem: 4288.0

i: 19,77,20,44,36,0,15,7,0,52,8,88,54,99,100,100
s: 9
t: 68.004
c: 17
mem: 10544.0

i: 0,63,60,78,100,100,93,91,86,67,86,41,79,16,24,0
s: 14
t: 75.149
c: 17
mem: 13568.0

i: 33,100,0,76,45,78,67,86,86,57,100,26,80,0,29,3
s: 12
t: 63.686
c: 17
mem: 17520.0

i: 0,85,19,63,86,31,94,0,3,15,39,50,100,83,29,100
s: 8
t: 52.106
c: 17
mem: 9600.0

i: 12,78,43,100,100,97,78,66,38,40,0,13,38,0,100,3
s: 11
t: 35.562
c: 17
mem: 9024.0

i: 100,100,66,90,25,59,0,24,36,0,98,12,62,34,0,26
s: 9
t: 22.876
c: 17
mem: 2544.0

i: 12,88,4,47,15,8,68,0,100,34,99,73,54,100,0,90
s: 10
t: 47.964
c: 17
mem: 25408.0

i: 5,73,48,68,100,100,27,88,0,59,76,71,72,42,53,0
s: 11
t: 96.497
c: 17
mem: 24272.0

i: 100,100,49,92,15,66,0,35,12,4,63,0,57,27,1,30
s: 10
t: 24.482
c: 17
mem: 4016.0

i: 0,94,53,100,94,77,79,37,53,0,37,1,50,40,100,57
s: 8
t: 51.192
c: 17
mem: 9104.0

i: 29,82,0,49,10,1,57,0,95,34,100,83,55,100,9,81
s: 9
t: 52.144
c: 17
mem: 1248.0

i: 69,100,27,79,3,51,8,21,51,0,100,3,56,22,0,28
s: 9
t: 23.303
c: 17
mem: 0.0

i: 34,76,59,100,66,73,37,46,0,23,19,13,61,0,100,20
s: 12
t: 23.573
c: 17
mem: 0.0

i: 28,88,75,100,100,99,51,87,8,70,32,45,47,12,0,0
s: 13
t: 71.865
c: 17
mem: 0.0

i: 0,47,5,25,52,0,93,30,100,75,62,100,30,63,42,22
s: 11
t: 52.165
c: 17
mem: 0.0

i: 9,100,0,81,0,58,14,35,62,33,79,44,81,21,100,0
s: 12
t: 16.957
c: 17
mem: 0.0

i: 15,67,0,24,32,0,76,24,100,62,86,100,37,90,3,57
s: 11
t: 49.682
c: 17
mem: 0.0

i: 3,77,2,39,39,0,90,20,100,71,53,100,0,78,10,43
s: 12
t: 53.190
c: 17
mem: 0.0

i: 100,100,46,80,11,53,0,23,39,0,100,12,73,33,7,25
s: 9
t: 23.134
c: 17
mem: 0.0

i: 94,88,77,100,31,73,0,44,6,13,69,0,100,23,20,30
s: 13
t: 20.743
c: 17
mem: 0.0

i: 19,100,14,84,0,56,72,45,100,69,100,58,86,29,77,0
s: 9
t: 30.690
c: 17
mem: 0.0

i: 29,61,97,31,78,0,0,12,45,45,100,77,80,100,9,73
s: 8
t: 60.151
c: 17
mem: 0.0

i: 32,53,41,90,100,100,94,60,56,25,0,0,30,9,99,11
s: 12
t: 29.789
c: 17
mem: 0.0

i: 39,51,76,82,100,100,71,65,44,31,0,1,29,0,97,2
s: 12
t: 52.381
c: 17
mem: 0.0

i: 0,100,36,95,42,47,38,0,2,19,1,47,50,57,100,63
s: 11
t: 51.951
c: 17
mem: 6672.0

i: 53,91,100,100,86,100,28,86,58,64,98,32,60,0,0,1
s: 13
t: 63.473
c: 17
mem: 13264.0

i: 0,82,40,100,92,98,100,66,83,33,65,0,35,26,81,32
s: 13
t: 33.167
c: 17
mem: 0.0

i: 100,100,56,78,24,53,0,27,11,0,74,3,56,23,6,14
s: 9
t: 25.376
c: 17
mem: 0.0

i: 34,71,16,65,17,23,0,0,1,42,44,75,100,100,46,91
s: 8
t: 54.671
c: 17
mem: 0.0

i: 0,52,23,0,79,5,100,58,59,60,74,64,79,100,27,74
s: 8
t: 59.678
c: 17
mem: 0.0

i: 42,97,0,75,84,73,51,100,13,86,100,73,71,34,18,0
s: 11
t: 118.065
c: 17
mem: 40640.0

i: 0,80,43,93,91,100,96,80,75,57,100,36,90,14,48,0
s: 12
t: 39.927
c: 17
mem: 26368.0

i: 0,100,64,95,100,88,72,50,47,11,19,0,18,30,84,27
s: 13
t: 33.631
c: 17
mem: 0.0

i: 77,100,65,90,24,61,0,28,33,0,100,8,69,32,2,27
s: 9
t: 23.173
c: 17
mem: 0.0

i: 30,100,21,71,0,44,68,41,100,54,100,55,98,26,98,0
s: 10
t: 20.449
c: 17
mem: 0.0

i: 0,98,4,100,59,100,100,87,96,64,75,43,51,22,40,0
s: 13
t: 45.292
c: 17
mem: 0.0

i: 20,86,42,100,38,64,11,35,0,22,35,0,75,1,100,31
s: 12
t: 46.886
c: 17
mem: 34672.0

i: 100,91,33,100,7,73,76,39,67,0,0,25,48,68,91,94
s: 9
t: 46.102
c: 17
mem: 2416.0

i: 27,73,35,48,100,14,70,0,38,38,89,75,94,100,0,86
s: 8
t: 48.825
c: 17
mem: 4944.0

i: 0,92,33,100,95,80,83,40,56,0,35,9,20,36,100,43
s: 13
t: 42.742
c: 17
mem: 1136.0

i: 0,22,21,46,61,73,100,100,91,88,61,59,39,30,24,0
s: 9
t: 75.094
c: 17
mem: 20432.0

i: 45,59,99,66,100,100,7,94,0,64,96,66,78,37,54,0
s: 11
t: 78.730
c: 17
mem: 5120.0

i: 5,32,36,54,71,75,100,100,71,78,43,53,17,27,0,0
s: 12
t: 61.170
c: 17
mem: 0.0

i: 5,89,0,54,40,35,45,0,11,22,9,70,44,96,100,100
s: 9
t: 88.697
c: 17
mem: 0.0

i: 100,100,24,77,0,56,96,57,100,86,79,70,37,35,4,0
s: 8
t: 28.011
c: 17
mem: 0.0

i: 16,73,38,100,60,76,40,43,7,16,0,9,50,0,100,1
s: 11
t: 35.083
c: 17
mem: 0.0

i: 76,67,75,100,0,77,49,40,83,0,5,12,36,52,100,87
s: 10
t: 79.502
c: 17
mem: 36512.0

i: 51,62,56,100,1,82,33,42,65,1,0,0,32,40,100,65
s: 11
t: 77.583
c: 17
mem: 0.0

i: 0,91,44,100,79,74,64,37,53,0,27,23,40,38,100,39
s: 12
t: 60.755
c: 17
mem: 0.0

i: 57,100,22,72,0,31,25,0,75,13,100,50,75,87,26,85
s: 10
t: 61.751
c: 17
mem: 0.0

i: 9,93,0,54,12,15,62,0,99,29,100,70,64,100,26,78
s: 9
t: 64.182
c: 17
mem: 0.0

i: 0,81,24,100,92,97,98,52,80,5,34,0,32,23,100,33
s: 12
t: 38.976
c: 17
mem: 0.0

i: 0,51,29,68,57,85,87,100,100,84,87,56,70,28,58,0
s: 14
t: 55.579
c: 17
mem: 0.0

i: 33,100,100,99,66,98,7,86,32,65,81,38,66,5,0,0
s: 13
t: 60.430
c: 17
mem: 0.0

i: 64,88,84,100,100,78,76,54,85,33,86,10,42,0,0,4
s: 12
t: 39.195
c: 17
mem: 0.0

i: 0,29,4,45,41,71,78,96,100,100,75,67,50,33,25,0
s: 10
t: 76.956
c: 17
mem: 0.0

i: 13,90,44,100,91,99,80,71,100,43,92,17,47,5,0,0
s: 12
t: 40.514
c: 17
mem: 0.0

i: 12,90,0,83,42,94,100,100,83,77,61,51,41,26,35,0
s: 12
t: 35.746
c: 17
mem: 0.0

i: 59,82,11,67,100,65,54,100,40,48,0,22,60,0,43,52
s: 11
t: 70.399
c: 17
mem: 0.0

i: 43,92,100,100,85,97,19,90,55,66,90,37,64,8,0,0
s: 12
t: 77.492
c: 17
mem: 8112.0

i: 20,84,58,100,59,74,53,53,100,42,98,15,53,0,0,1
s: 14
t: 23.099
c: 17
mem: 0.0

i: 0,100,3,100,52,99,100,100,73,86,50,57,32,27,34,0
s: 12
t: 38.810
c: 17
mem: 0.0

i: 81,100,6,97,38,62,100,30,58,0,0,22,42,61,96,96
s: 9
t: 41.386
c: 17
mem: 0.0

i: 26,100,12,55,19,11,67,0,100,36,79,75,26,79,0,39
s: 10
t: 62.855
c: 17
mem: 0.0

i: 70,67,100,86,55,100,0,82,26,62,92,58,80,29,75,0
s: 13
t: 80.122
c: 17
mem: 0.0

i: 0,54,53,37,52,0,22,6,57,39,92,72,100,100,48,77
s: 7
t: 66.180
c: 17
mem: 0.0

i: 100,63,71,100,10,85,24,43,56,4,0,0,26,38,88,55
s: 12
t: 51.236
c: 17
mem: 0.0

i: 0,78,27,100,42,70,29,33,1,4,14,5,57,0,100,4
s: 9
t: 47.682
c: 17
mem: 0.0

i: 18,95,6,63,16,11,65,0,100,40,84,90,31,100,0,57
s: 11
t: 50.696
c: 17
mem: 0.0

i: 24,96,19,69,58,30,16,0,2,42,0,90,52,100,100,94
s: 10
t: 87.683
c: 17
mem: 0.0

i: 32,87,26,62,65,29,45,0,19,35,0,75,30,100,100,100
s: 9
t: 106.759
c: 17
mem: 108176.0

i: 20,81,0,39,22,0,68,5,100,37,89,83,47,100,14,68
s: 11
t: 65.177
c: 17
mem: 0.0

i: 26,64,22,30,55,0,97,23,100,64,74,100,23,91,0,54
s: 12
t: 58.011
c: 17
mem: 0.0

i: 19,69,14,18,45,0,83,27,100,73,67,100,24,86,0,47
s: 12
t: 51.763
c: 17
mem: 0.0

i: 54,71,71,100,92,77,70,40,37,10,0,0,50,7,100,9
s: 13
t: 37.775
c: 17
mem: 0.0

i: 47,80,80,97,100,100,59,89,29,63,54,33,40,4,0,0
s: 13
t: 54.787
c: 17
mem: 0.0

i: 100,100,62,85,34,58,11,31,0,3,48,0,81,24,34,23
s: 11
t: 20.635
c: 17
mem: 0.0

i: 13,71,38,100,63,82,38,47,0,21,8,20,54,0,100,14
s: 11
t: 43.259
c: 17
mem: 0.0

i: 28,100,69,99,65,65,47,32,22,0,0,27,39,38,100,38
s: 12
t: 54.226
c: 17
mem: 0.0

i: 32,76,60,100,77,79,56,50,26,25,0,3,50,4,100,0
s: 11
t: 34.601
c: 17
mem: 0.0

i: 52,82,3,50,100,72,64,100,0,62,84,76,86,50,77,0
s: 11
t: 98.813
c: 17
mem: 0.0

i: 0,100,75,94,72,59,56,22,45,0,8,32,20,43,100,41
s: 12
t: 44.947
c: 17
mem: 0.0

i: 19,71,55,100,100,99,73,66,55,44,97,22,55,0,0,4
s: 10
t: 38.320
c: 17
mem: 0.0

i: 98,88,45,100,28,67,86,66,100,69,100,31,61,0,0,11
s: 9
t: 96.648
c: 17
mem: 118448.0

i: 86,93,100,100,64,84,39,67,22,51,8,34,0,17,0,0
s: 12
t: 44.986
c: 17
mem: 59360.0

max time: 118.06
min time: 16.12
avg time: 44.76

avg calls: 17.00
