vars: 3184
t: 0.570
c: 6
mem: 0.0

i: 0.81,0.52,0.48,0.5,0.57,0.78,0.8
s: 3
t: 0.617
c: 6
mem: 0.0

i: 0.32,0.39,0.48,0.5,0.53,0.28,0.38
s: 5
t: 0.406
c: 6
mem: 0.0

i: 0.7,0.61,0.48,0.5,0.56,0.52,0.43
s: 4
t: 0.367
c: 6
mem: 0.0

i: 0.34,0.49,0.48,0.5,0.58,0.85,0.8
s: 3
t: 0.864
c: 7
mem: 0.0

i: 0.63,0.54,0.48,0.5,0.65,0.79,0.81
s: 6
t: 0.711
c: 7
mem: 0.0

i: 0.79,0.54,0.48,0.5,0.5,0.66,0.68
s: 4
t: 0.599
c: 6
mem: 0.0

i: 0.58,0.34,0.48,0.5,0.56,0.87,0.81
s: 5
t: 0.821
c: 7
mem: 0.0

i: 0.24,0.35,0.48,0.5,0.31,0.19,0.31
s: 3
t: 0.518
c: 6
mem: 0.0

i: 0.23,0.32,0.48,0.5,0.55,0.25,0.35
s: 4
t: 0.600
c: 6
mem: 0.0

i: 0.68,0.82,0.48,0.5,0.38,0.65,0.56
s: 5
t: 0.515
c: 7
mem: 0.0

i: 0.7,0.64,0.48,0.5,0.47,0.51,0.47
s: 4
t: 0.359
c: 6
mem: 0.0

i: 0.71,0.52,0.48,0.5,0.64,1.0,0.99
s: 4
t: 0.899
c: 7
mem: 0.0

i: 0.66,0.53,0.48,0.5,0.59,0.66,0.66
s: 5
t: 0.789
c: 7
mem: 0.0

i: 0.34,0.42,0.48,0.5,0.41,0.34,0.43
s: 3
t: 0.564
c: 6
mem: 0.0

i: 0.27,0.3,0.48,0.5,0.71,0.28,0.39
s: 3
t: 0.495
c: 6
mem: 0.0

i: 0.47,0.29,0.48,0.5,0.51,0.33,0.43
s: 3
t: 0.554
c: 6
mem: 0.0

i: 0.64,0.84,0.48,0.5,0.37,0.45,0.4
s: 4
t: 0.375
c: 6
mem: 0.0

i: 0.84,0.44,0.48,0.5,0.48,0.71,0.74
s: 5
t: 1.060
c: 7
mem: 0.0

i: 0.16,0.43,0.48,0.5,0.54,0.27,0.37
s: 2
t: 0.693
c: 6
mem: 0.0

i: 0.04,0.31,0.48,0.5,0.41,0.29,0.39
s: 3
t: 0.581
c: 6
mem: 0.0

i: 0.5,0.37,0.48,0.5,0.66,0.64,0.69
s: 3
t: 1.022
c: 7
mem: 0.0

i: 0.31,0.44,0.48,0.5,0.5,0.79,0.82
s: 3
t: 0.940
c: 7
mem: 0.0

i: 0.64,0.76,0.48,0.5,0.45,0.35,0.38
s: 3
t: 0.713
c: 6
mem: 0.0

i: 0.63,0.47,0.48,0.5,0.51,0.82,0.84
s: 5
t: 0.819
c: 7
mem: 0.0

i: 0.24,0.43,0.48,0.5,0.37,0.28,0.38
s: 3
t: 0.583
c: 6
mem: 0.0

i: 0.74,0.82,0.48,0.5,0.49,0.49,0.41
s: 4
t: 0.453
c: 6
mem: 0.0

i: 0.68,0.67,0.48,0.5,0.49,0.4,0.34
s: 4
t: 0.502
c: 6
mem: 0.0

i: 0.4,0.35,0.48,0.5,0.45,0.33,0.42
s: 3
t: 0.566
c: 6
mem: 0.0

i: 0.51,0.46,0.48,0.5,0.58,0.31,0.41
s: 3
t: 0.521
c: 6
mem: 0.0

i: 0.18,0.3,0.48,0.5,0.46,0.24,0.35
s: 3
t: 0.565
c: 6
mem: 0.0

i: 0.0,0.38,0.48,0.5,0.42,0.48,0.55
s: 4
t: 0.508
c: 6
mem: 0.0

i: 0.76,0.73,0.48,0.5,0.44,0.39,0.39
s: 4
t: 0.476
c: 6
mem: 0.0

i: 0.79,0.41,0.48,0.5,0.66,0.81,0.83
s: 3
t: 0.614
c: 6
mem: 0.0

i: 0.66,0.71,0.48,0.5,0.41,0.5,0.35
s: 4
t: 0.450
c: 6
mem: 0.0

i: 0.35,0.48,0.48,0.5,0.56,0.4,0.48
s: 3
t: 0.605
c: 6
mem: 0.0

i: 0.65,0.51,0.48,0.5,0.66,0.54,0.33
s: 4
t: 0.214
c: 6
mem: 0.0

i: 0.59,0.61,0.48,0.5,0.42,0.42,0.37
s: 4
t: 0.519
c: 6
mem: 0.0

i: 0.61,0.6,0.48,0.5,0.44,0.39,0.38
s: 5
t: 0.476
c: 6
mem: 0.0

i: 0.47,0.59,0.48,0.5,0.52,0.76,0.79
s: 3
t: 0.996
c: 7
mem: 0.0

i: 0.64,0.66,0.48,0.5,0.41,0.39,0.2
s: 4
t: 0.475
c: 6
mem: 0.0

i: 0.38,0.3,0.48,0.5,0.43,0.29,0.39
s: 3
t: 0.581
c: 6
mem: 0.0

i: 0.25,0.37,0.48,0.5,0.41,0.33,0.42
s: 3
t: 0.574
c: 6
mem: 0.0

i: 0.69,0.39,0.48,0.5,0.57,0.76,0.79
s: 4
t: 0.960
c: 7
mem: 0.0

i: 0.46,0.59,0.48,0.5,0.36,0.76,0.23
s: 3
t: 0.998
c: 7
mem: 0.0

i: 0.17,0.52,0.48,0.5,0.49,0.37,0.46
s: 3
t: 0.584
c: 6
mem: 0.0

i: 0.63,0.49,0.48,0.5,0.79,0.45,0.28
s: 4
t: 0.217
c: 6
mem: 0.0

i: 0.63,0.75,0.48,0.5,0.64,0.73,0.66
s: 4
t: 1.156
c: 7
mem: 0.0

i: 0.33,0.47,0.48,0.5,0.53,0.18,0.29
s: 3
t: 0.601
c: 6
mem: 0.0

i: 0.67,0.7,0.48,0.5,0.46,0.45,0.33
s: 4
t: 0.497
c: 6
mem: 0.0

i: 0.63,0.65,0.48,0.5,0.66,0.67,0.71
s: 4
t: 1.088
c: 7
mem: 0.0

i: 0.5,0.49,0.48,0.5,0.49,0.46,0.53
s: 4
t: 0.574
c: 6
mem: 0.0

i: 0.34,0.28,0.48,0.5,0.41,0.35,0.44
s: 3
t: 0.581
c: 6
mem: 0.0

i: 0.41,0.51,0.48,0.5,0.58,0.2,0.31
s: 4
t: 0.549
c: 6
mem: 0.0

i: 0.63,0.86,0.48,0.5,0.39,0.47,0.34
s: 4
t: 0.486
c: 6
mem: 0.0

i: 0.24,0.34,0.48,0.5,0.38,0.3,0.4
s: 3
t: 1.949
c: 6
mem: 149840.0

i: 0.74,0.47,0.48,0.5,0.5,0.57,0.42
s: 4
t: 0.427
c: 6
mem: 0.0

i: 0.61,0.52,0.48,0.5,0.54,0.67,0.52
s: 3
t: 1.153
c: 7
mem: 0.0

i: 0.26,0.5,0.48,0.5,0.44,0.32,0.41
s: 3
t: 0.604
c: 6
mem: 0.0

i: 0.71,0.71,0.48,0.5,0.4,0.54,0.39
s: 4
t: 0.493
c: 6
mem: 0.0

i: 0.52,0.36,0.48,0.5,0.41,0.28,0.38
s: 3
t: 0.601
c: 6
mem: 0.0

i: 0.89,0.55,0.48,0.5,0.51,0.72,0.76
s: 4
t: 1.049
c: 6
mem: 0.0

i: 0.67,0.84,0.48,0.5,0.74,0.54,0.37
s: 4
t: 0.171
c: 6
mem: 0.0

i: 0.4,0.5,0.48,0.5,0.65,0.82,0.84
s: 3
t: 0.947
c: 7
mem: 0.0

i: 0.52,0.54,0.48,0.5,0.62,0.76,0.79
s: 4
t: 0.873
c: 7
mem: 0.0

i: 0.31,0.23,0.48,0.5,0.73,0.05,0.14
s: 3
t: 0.524
c: 6
mem: 0.0

i: 0.36,0.41,0.48,0.5,0.48,0.47,0.54
s: 3
t: 0.548
c: 6
mem: 0.0

i: 0.43,0.39,0.48,0.5,0.47,0.31,0.41
s: 3
t: 0.598
c: 6
mem: 0.0

i: 0.2,0.46,0.48,0.5,0.57,0.78,0.81
s: 3
t: 0.958
c: 7
mem: 0.0

i: 0.72,0.46,0.48,0.5,0.51,0.66,0.7
s: 3
t: 1.327
c: 7
mem: 0.0

i: 0.29,0.28,0.48,0.5,0.44,0.23,0.34
s: 3
t: 0.564
c: 6
mem: 0.0

i: 0.69,0.66,0.48,0.5,0.41,0.5,0.25
s: 4
t: 0.510
c: 6
mem: 0.0

i: 0.77,0.55,0.48,0.5,0.51,0.78,0.74
s: 3
t: 0.618
c: 6
mem: 0.0

i: 0.4,0.42,0.48,0.5,0.37,0.27,0.27
s: 3
t: 0.574
c: 6
mem: 0.0

i: 0.6,0.76,1.0,0.5,0.77,0.59,0.52
s: 5
t: 0.317
c: 7
mem: 0.0

i: 0.35,0.51,0.48,0.5,0.61,0.71,0.74
s: 4
t: 1.048
c: 7
mem: 0.0

i: 0.69,0.43,0.48,0.5,0.59,0.74,0.77
s: 4
t: 0.575
c: 6
mem: 0.0

i: 0.42,0.35,0.48,0.5,0.58,0.15,0.27
s: 3
t: 0.609
c: 6
mem: 0.0

i: 0.7,0.53,0.48,0.5,0.7,0.86,0.87
s: 5
t: 0.555
c: 6
mem: 0.0

i: 0.22,0.43,0.48,0.5,0.48,0.16,0.28
s: 3
t: 0.595
c: 6
mem: 0.0

i: 0.52,0.57,0.48,0.5,0.42,0.47,0.54
s: 3
t: 0.695
c: 6
mem: 0.0

i: 0.49,0.42,0.48,0.5,0.53,0.79,0.81
s: 3
t: 1.060
c: 7
mem: 0.0

i: 0.74,0.78,0.48,0.5,0.75,0.54,0.15
s: 4
t: 0.172
c: 6
mem: 0.0

i: 0.71,0.4,0.48,0.5,0.71,0.7,0.74
s: 3
t: 1.262
c: 7
mem: 0.0

i: 0.45,0.4,0.48,0.5,0.61,0.74,0.77
s: 3
t: 1.073
c: 7
mem: 0.0

i: 0.48,0.41,0.48,0.5,0.51,0.9,0.88
s: 3
t: 1.000
c: 7
mem: 0.0

i: 0.27,0.35,0.48,0.5,0.51,0.77,0.79
s: 3
t: 1.027
c: 7
mem: 0.0

i: 0.5,0.66,0.48,0.5,0.31,0.92,0.92
s: 3
t: 1.087
c: 7
mem: 0.0

i: 0.48,0.49,0.48,0.5,0.52,0.77,0.71
s: 3
t: 1.024
c: 7
mem: 0.0

i: 0.63,0.42,0.48,0.5,0.48,0.77,0.8
s: 4
t: 0.647
c: 6
mem: 0.0

i: 0.6,0.46,0.48,0.5,0.45,0.81,0.83
s: 4
t: 0.896
c: 7
mem: 0.0

i: 0.47,0.55,0.48,0.5,0.58,0.71,0.75
s: 5
t: 1.139
c: 7
mem: 0.0

i: 0.41,0.57,0.48,0.5,0.39,0.21,0.32
s: 3
t: 0.550
c: 6
mem: 0.0

i: 0.79,0.36,0.48,0.5,0.46,0.82,0.7
s: 3
t: 0.664
c: 6
mem: 0.0

i: 0.59,0.29,0.48,0.5,0.64,0.75,0.77
s: 4
t: 0.622
c: 6
mem: 0.0

i: 0.47,0.46,0.48,0.5,0.62,0.74,0.77
s: 5
t: 0.639
c: 6
mem: 0.0

i: 0.64,0.72,0.48,0.5,0.49,0.42,0.19
s: 4
t: 0.519
c: 6
mem: 0.0

i: 0.49,0.43,0.48,0.5,0.49,0.3,0.4
s: 3
t: 0.595
c: 6
mem: 0.0

i: 0.54,0.49,0.48,0.5,0.4,0.87,0.88
s: 3
t: 1.049
c: 7
mem: 0.0

i: 0.44,0.51,0.48,0.5,0.47,0.26,0.36
s: 3
t: 0.610
c: 6
mem: 0.0

i: 0.57,0.54,0.48,0.5,0.37,0.28,0.33
s: 3
t: 0.693
c: 6
mem: 0.0

i: 0.23,0.58,0.48,0.5,0.37,0.53,0.59
s: 4
t: 0.637
c: 6
mem: 0.0

i: 0.06,0.61,0.48,0.5,0.49,0.92,0.37
s: 3
t: 1.136
c: 7
mem: 0.0

i: 0.38,0.4,0.48,0.5,0.63,0.25,0.35
s: 4
t: 0.612
c: 6
mem: 0.0

i: 0.64,0.57,0.48,0.5,0.7,0.33,0.26
s: 4
t: 0.222
c: 6
mem: 0.0

i: 0.64,0.78,0.48,0.5,0.5,0.36,0.38
s: 4
t: 0.469
c: 6
mem: 0.0

i: 0.54,0.47,0.48,0.5,0.28,0.33,0.42
s: 3
t: 0.636
c: 6
mem: 0.0

i: 0.23,0.48,0.48,0.5,0.59,0.88,0.89
s: 3
t: 1.000
c: 7
mem: 0.0

i: 0.16,0.51,0.48,0.5,0.33,0.39,0.48
s: 4
t: 0.668
c: 6
mem: 0.0

i: 0.48,0.45,0.48,0.5,0.6,0.78,0.8
s: 3
t: 1.071
c: 7
mem: 0.0

i: 0.49,0.29,0.48,0.5,0.56,0.24,0.35
s: 3
t: 0.660
c: 6
mem: 0.0

i: 0.66,0.48,0.48,0.5,0.54,0.7,0.74
s: 4
t: 0.605
c: 6
mem: 0.0

i: 0.63,0.57,0.48,0.5,0.49,0.7,0.2
s: 4
t: 0.607
c: 7
mem: 0.0

i: 0.43,0.59,0.48,0.5,0.52,0.49,0.56
s: 4
t: 0.530
c: 6
mem: 0.0

i: 0.63,0.69,0.48,0.5,0.65,0.41,0.28
s: 4
t: 0.170
c: 6
mem: 0.0

i: 0.65,0.47,0.48,0.5,0.59,0.3,0.4
s: 3
t: 0.647
c: 6
mem: 0.0

i: 0.69,0.65,0.48,0.5,0.63,0.48,0.41
s: 4
t: 0.557
c: 6
mem: 0.0

i: 0.12,0.43,0.48,0.5,0.63,0.7,0.74
s: 2
t: 1.077
c: 7
mem: 0.0

i: 0.75,0.84,0.48,0.5,0.35,0.52,0.33
s: 4
t: 0.528
c: 6
mem: 0.0

i: 0.68,0.78,0.48,0.5,0.43,0.44,0.42
s: 4
t: 0.384
c: 6
mem: 0.0

i: 0.74,0.49,0.48,0.5,0.42,0.54,0.36
s: 4
t: 0.541
c: 6
mem: 0.0

i: 0.81,0.44,0.48,0.5,0.42,0.67,0.68
s: 4
t: 0.684
c: 6
mem: 0.0

i: 0.44,0.35,0.48,0.5,0.44,0.52,0.59
s: 4
t: 0.499
c: 6
mem: 0.0

i: 0.66,0.74,0.48,0.5,0.31,0.38,0.43
s: 4
t: 0.489
c: 6
mem: 0.0

i: 0.5,0.57,0.48,0.5,0.71,0.61,0.66
s: 5
t: 0.993
c: 7
mem: 0.0

i: 0.67,0.81,0.48,0.5,0.25,0.42,0.25
s: 4
t: 0.515
c: 6
mem: 0.0

i: 0.7,0.71,0.48,0.5,0.42,0.84,0.85
s: 4
t: 1.150
c: 7
mem: 0.0

i: 0.64,0.81,0.48,0.5,0.37,0.39,0.44
s: 4
t: 0.483
c: 6
mem: 0.0

i: 0.41,0.48,0.48,0.5,0.51,0.44,0.51
s: 3
t: 0.598
c: 6
mem: 0.0

i: 0.64,0.58,0.48,0.5,0.48,0.78,0.73
s: 4
t: 0.986
c: 7
mem: 0.0

i: 0.56,0.68,0.48,0.5,0.77,0.36,0.45
s: 4
t: 0.741
c: 6
mem: 0.0

i: 0.61,0.45,0.48,0.5,0.48,0.35,0.41
s: 3
t: 0.688
c: 6
mem: 0.0

i: 0.43,0.32,0.48,0.5,0.33,0.45,0.52
s: 4
t: 0.587
c: 6
mem: 0.0

i: 0.39,0.31,0.48,0.5,0.38,0.34,0.43
s: 3
t: 0.646
c: 6
mem: 0.0

i: 0.22,0.36,0.48,0.5,0.35,0.39,0.47
s: 4
t: 0.582
c: 6
mem: 0.0

i: 0.41,0.43,0.48,0.5,0.5,0.24,0.25
s: 3
t: 0.626
c: 6
mem: 0.0

i: 0.44,0.56,0.48,0.5,0.5,0.46,0.54
s: 4
t: 0.581
c: 6
mem: 0.0

i: 0.23,0.34,0.48,0.5,0.43,0.26,0.37
s: 3
t: 0.631
c: 6
mem: 0.0

i: 0.6,0.5,1.0,0.5,0.54,0.77,0.8
s: 4
t: 0.742
c: 6
mem: 0.0

i: 0.61,0.66,0.48,0.5,0.46,0.87,0.88
s: 4
t: 0.929
c: 7
mem: 0.0

i: 0.33,0.37,0.48,0.5,0.46,0.65,0.69
s: 3
t: 1.217
c: 7
mem: 0.0

i: 0.29,0.37,0.48,0.5,0.48,0.44,0.52
s: 4
t: 0.540
c: 6
mem: 0.0

i: 0.29,0.3,0.48,0.5,0.45,0.03,0.17
s: 3
t: 0.603
c: 6
mem: 0.0

i: 0.47,0.28,0.48,0.5,0.56,0.2,0.25
s: 3
t: 0.640
c: 6
mem: 0.0

i: 0.41,0.51,0.48,0.5,0.53,0.75,0.78
s: 3
t: 1.096
c: 7
mem: 0.0

i: 0.11,0.5,0.48,0.5,0.58,0.72,0.68
s: 2
t: 1.170
c: 7
mem: 0.0

i: 0.87,0.49,0.48,0.5,0.61,0.76,0.79
s: 3
t: 0.710
c: 6
mem: 0.0

i: 0.34,0.45,0.48,0.5,0.38,0.24,0.35
s: 3
t: 0.652
c: 6
mem: 0.0

i: 0.51,0.49,0.48,0.5,0.53,0.14,0.26
s: 3
t: 0.671
c: 6
mem: 0.0

i: 0.44,0.28,0.48,0.5,0.43,0.27,0.37
s: 3
t: 0.627
c: 6
mem: 0.0

i: 0.41,0.43,0.48,0.5,0.45,0.31,0.41
s: 3
t: 0.639
c: 6
mem: 0.0

i: 0.36,0.47,0.48,0.5,0.51,0.69,0.72
s: 2
t: 1.202
c: 7
mem: 0.0

i: 0.51,0.54,0.48,0.5,0.41,0.34,0.43
s: 3
t: 0.683
c: 6
mem: 0.0

i: 0.37,0.44,0.48,0.5,0.42,0.39,0.47
s: 4
t: 0.522
c: 6
mem: 0.0

i: 0.68,0.76,0.48,0.5,0.84,0.45,0.27
s: 4
t: 0.187
c: 6
mem: 0.0

i: 0.67,0.61,0.48,0.5,0.51,0.37,0.38
s: 4
t: 0.564
c: 6
mem: 0.0

i: 0.52,0.81,0.48,0.5,0.72,0.38,0.38
s: 4
t: 0.608
c: 6
mem: 0.0

i: 0.39,0.32,0.48,0.5,0.46,0.24,0.35
s: 3
t: 0.626
c: 6
mem: 0.0

i: 0.47,0.47,0.48,0.5,0.22,0.16,0.26
s: 3
t: 0.650
c: 6
mem: 0.0

i: 0.24,0.57,0.48,0.5,0.63,0.34,0.43
s: 3
t: 0.665
c: 6
mem: 0.0

i: 0.61,0.75,0.48,0.5,0.51,0.33,0.33
s: 5
t: 0.163
c: 6
mem: 0.0

i: 0.23,0.4,0.48,0.5,0.39,0.28,0.38
s: 3
t: 0.660
c: 6
mem: 0.0

i: 0.1,0.49,0.48,0.5,0.41,0.67,0.21
s: 2
t: 1.365
c: 7
mem: 0.0

i: 0.38,0.44,0.48,0.5,0.43,0.2,0.31
s: 3
t: 0.590
c: 6
mem: 0.0

i: 0.29,0.47,0.48,0.5,0.41,0.23,0.34
s: 3
t: 0.602
c: 6
mem: 0.0

i: 0.74,0.7,0.48,0.5,0.66,0.65,0.69
s: 4
t: 1.235
c: 7
mem: 0.0

i: 0.86,0.55,0.48,0.5,0.63,0.81,0.83
s: 3
t: 0.656
c: 6
mem: 0.0

i: 0.25,0.37,0.48,0.5,0.43,0.26,0.36
s: 3
t: 0.615
c: 6
mem: 0.0

i: 0.43,0.4,0.48,0.5,0.58,0.75,0.78
s: 3
t: 1.074
c: 7
mem: 0.0

max time: 1.95
min time: 0.16
avg time: 0.68

avg calls: 6.29
