instance Boomer-SAT-W1 Boomer-MaxSAT
instance212 0.001 0.001
instance213 0.001 0.001
instance214 0.001 0.001
instance215 0.001 0.001
instance216 0.001 0.001
instance217 0.001 0.001
instance218 0.001 0.001
instance219 0.001 0.001
instance220 0.001 0.001
instance221 0.001 0.001
instance222 0.001 0.001
instance223 0.001 0.001
instance224 0.001 0.001
instance225 0.001 0.001
instance226 0.001 0.001
instance227 0.001 0.001
instance228 0.001 0.001
instance229 0.001 0.001
instance230 0.001 0.001
instance231 0.001 0.001
instance232 0.001 0.001
instance233 0.001 0.001
instance234 0.001 0.001
instance235 0.001 0.001
instance236 0.001 0.001
instance237 0.001 0.001
instance238 0.001 0.001
instance239 0.001 0.001
instance240 0.001 0.001
instance241 0.001 0.001
instance242 0.001 0.001
instance243 0.001 0.001
instance244 0.001 0.001
instance245 0.001 0.001
instance246 0.001 0.001
instance247 0.001 0.001
instance248 0.001 0.001
instance249 0.001 0.001
instance250 0.001 0.001
instance251 0.001 0.001
instance252 0.001 0.001
instance253 0.001 0.001
instance254 0.001 0.001
instance255 0.001 0.001
instance256 0.001 0.001
instance257 0.001 0.001
instance258 0.001 0.001
instance259 0.001 0.001
instance260 0.001 0.001
instance261 0.001 0.001
instance262 0.001 0.001
instance263 0.001 0.001
instance264 0.001 0.001
instance265 0.001 0.001
instance266 0.001 0.001
instance267 0.001 0.001
instance268 0.001 0.001
instance269 0.001 0.001
instance270 0.001 0.001
instance271 0.001 0.001
instance272 0.001 0.001
instance273 0.001 0.001
instance274 0.001 0.001
instance275 0.001 0.001
instance276 0.001 0.001
instance277 0.001 0.001
instance278 0.001 0.001
instance279 0.001 0.001
instance280 0.001 0.001
instance281 0.001 0.001
instance282 0.001 0.001
instance283 0.001 0.001
instance284 0.001 0.001
instance285 0.001 0.001
instance286 0.001 0.001
instance287 0.001 0.001
instance288 0.001 0.001
instance289 0.001 0.001
instance290 0.001 0.001
instance291 0.001 0.001
instance292 0.001 0.001
instance293 0.001 0.001
instance294 0.001 0.001
instance295 0.001 0.001
instance296 0.001 0.001
instance297 0.001 0.001
instance298 0.001 0.001
instance299 0.001 0.001
instance300 0.001 0.001
instance301 0.001 0.001
instance302 0.001 0.001
instance303 0.001 0.001
instance304 0.001 0.001
instance305 0.002 0.015
instance306 0.002 0.011
instance307 0.001 0.006
instance308 0.001 0.007
instance309 0.001 0.017
instance310 0.001 0.015
instance311 0.003 0.022
instance312 0.002 0.014
instance313 0.001 0.005
instance314 0.001 0.01
instance315 0.001 0.006
instance316 0.001 0.006
instance317 0.001 0.007
instance318 0.001 0.007
instance319 0.001 0.008
instance320 0.001 0.016
instance321 0.001 0.015
instance322 0.001 0.008
instance323 0.001 0.006
instance324 0.001 0.012
instance325 0.001 0.021
instance326 0.001 0.016
instance327 0.001 0.018
instance328 0.001 0.013
instance329 0.001 0.009
instance330 0.002 0.025
instance331 0.001 0.011
instance332 0.001 0.014
instance333 0.001 0.013
instance334 0.001 0.019
instance335 0.001 0.009
instance336 0.001 0.02
instance337 0.001 0.026
instance338 0.001 0.013
instance339 0.001 0.01
instance340 0.002 0.026
instance341 0.001 0.009
instance342 0.001 0.011
instance343 0.002 0.011
instance344 0.002 0.005
instance345 0.001 0.022
instance346 0.001 0.016
instance347 0.001 0.006
instance348 0.001 0.012
instance349 0.001 0.009
instance350 0.001 0.009
instance351 0.001 0.012
instance352 0.001 0.012
instance353 0.001 0.005
instance354 0.002 0.014
instance355 0.002 0.013
instance356 0.001 0.01
instance357 0.001 0.012
instance358 0.002 0.006
instance359 0.001 0.006
instance360 0.002 0.005
instance361 0.001 0.024
instance362 0.001 0.009
instance363 0.001 0.018
instance364 0.001 0.012
instance365 0.001 0.008
instance366 0.001 0.014
instance367 0.001 0.006
instance368 0.001 0.013
instance369 0.001 0.008
instance370 0.002 0.009
instance371 0.001 0.006
instance372 0.001 0.017
instance373 0.001 0.008
instance374 0.001 0.007
instance375 0.002 0.011
instance376 0.003 0.007
instance377 0.002 0.006
instance378 0.001 0.014
instance379 0.002 0.006
instance380 0.002 0.012
instance381 0.002 0.011
instance382 0.002 0.014
instance383 0.001 0.006
instance384 0.002 0.011
instance385 0.002 0.01
instance386 0.001 0.018
instance387 0.002 0.01
instance388 0.002 0.008
instance389 0.002 0.008
instance390 0.001 0.006
instance391 0.002 0.007
instance392 0.001 0.013
instance393 0.002 0.006
instance394 0.002 0.016
instance395 0.002 0.008
instance396 0.002 0.005
instance397 0.001 0.01
instance398 0.002 0.017
instance399 0.001 0.014
instance400 0.002 0.006
instance401 0.001 0.017
instance402 0.001 0.016
instance403 0.002 0.012
instance404 0.001 0.006
instance405 0.001 0.018
instance406 0.001 0.008
instance407 0.001 0.007
instance408 0.002 0.006
instance409 0.003 0.014
instance410 0.001 0.011
instance411 0.001 0.007
instance412 0.002 0.013
instance413 0.001 0.012
instance414 0.001 0.021
instance415 0.001 0.006
instance416 0.002 0.009
instance417 0.002 0.014
instance418 0.002 0.008
instance419 0.001 0.006
instance420 0.002 0.016
instance421 0.002 0.01
instance422 0.001 0.014
instance423 0.001 0.008
instance424 0.001 0.013
instance425 0.002 0.014
instance426 0.002 0.01
instance427 0.002 0.009
instance428 0.002 0.012
instance429 0.001 0.007
instance430 0.002 0.018
instance431 0.001 0.025
instance432 0.001 0.014
instance433 0.001 0.011
instance434 0.002 0.007
instance435 0.001 0.023
instance436 0.001 0.005
instance437 0.002 0.011
instance438 0.001 0.005
instance439 0.001 0.011
instance440 0.001 0.01
instance441 0.001 0.01
instance442 0.001 0.01
instance443 0.001 0.005
instance444 0.002 0.006
instance445 0.001 0.012
instance446 0.001 0.017
instance447 0.001 0.005
instance448 0.003 0.016
instance449 0.001 0.015
instance450 0.001 0.012
instance451 0.002 0.019
instance452 0.001 0.014
instance453 0.001 0.006
instance454 0.001 0.014
instance455 0.002 0.008
instance456 0.001 0.005
instance457 0.001 0.018
instance458 0.001 0.012
instance459 0.001 0.01
instance460 0.001 0.007
instance461 0.001 0.014
instance462 0.001 0.006
instance463 0.002 0.01
instance464 0.002 0.01
instance465 0.002 0.011
instance466 0.001 0.005
instance467 0.002 0.009
instance468 0.001 0.012
instance469 0.002 0.024
instance470 0.002 0.011
instance471 0.003 0.013
instance472 0.001 0.006
instance473 0.001 0.012
instance474 0.001 0.01
instance475 0.002 0.022
instance476 0.001 0.014
instance477 0.001 0.012
instance478 0.001 0.006
instance479 0.001 0.021
instance480 0.002 0.02
instance481 0.002 0.015
instance482 0.001 0.007
instance483 0.001 0.013
instance484 0.001 0.02
instance485 0.001 0.01
instance486 0.001 0.006
instance487 0.002 0.019
instance488 0.002 0.008
instance489 0.001 0.006
instance490 0.001 0.007
instance491 0.001 0.004
instance492 0.002 0.015
instance493 0.002 0.008
instance494 0.002 0.025
instance495 0.002 0.018
instance496 0.002 0.014
instance497 0.003 0.011
instance498 0.002 0.027
instance499 0.001 0.013
instance500 0.001 0.008
instance501 0.001 0.012
instance502 0.001 0.008
instance503 0.001 0.016
instance504 0.001 0.018
instance505 0.001 0.002
instance506 0.001 0.002
instance507 0.001 0.001
instance508 0.001 0.001
instance509 0.001 0.001
instance510 0.001 0.002
instance511 0.001 0.002
instance512 0.001 0.002
instance513 0.001 0.002
instance514 0.001 0.002
instance515 0.001 0.001
instance516 0.001 0.002
instance517 0.001 0.001
instance518 0.001 0.002
instance519 0.001 0.001
instance520 0.001 0.002
instance521 0.001 0.002
instance522 0.001 0.002
instance523 0.001 0.001
instance524 0.001 0.002
instance525 0.001 0.001
instance526 0.001 0.002
instance527 0.001 0.003
instance528 0.001 0.001
instance529 0.001 0.001
instance530 0.001 0.001
instance531 0.001 0.001
instance532 0.001 0.001
instance533 0.001 0.004
instance534 0.001 0.002
instance535 0.001 0.001
instance536 0.001 0.002
instance537 0.001 0.002
instance538 0.001 0.002
instance539 0.001 0.004
instance540 0.001 0.003
instance541 0.001 0.001
instance542 0.001 0.001
instance543 0.001 0.002
instance544 0.001 0.002
instance545 0.001 0.002
instance546 0.001 0.003
instance547 0.001 0.002
instance548 0.001 0.001
instance549 0.001 0.002
instance550 0.001 0.001
instance551 0.001 0.002
instance552 0.001 0.002
instance553 0.001 0.003
instance554 0.001 0.003
instance555 0.001 0.004
instance556 0.001 0.004
instance557 0.001 0.002
instance558 0.001 0.001
instance559 0.001 0.002
instance560 0.001 0.002
instance561 0.001 0.002
instance562 0.001 0.001
instance563 0.001 0.002
instance564 0.001 0.002
instance565 0.001 0.002
instance566 0.001 0.004
instance567 0.001 0.002
instance568 0.001 0.004
instance569 0.001 0.002
instance570 0.001 0.001
instance571 0.001 0.002
instance572 0.001 0.002
instance573 0.001 0.002
instance574 0.001 0.003
instance575 0.001 0.002
instance576 0.001 0.002
instance577 0.001 0.001
instance578 0.001 0.002
instance579 0.001 0.002
instance580 0.001 0.002
instance581 0.001 0.002
instance582 0.001 0.003
instance583 0.001 0.002
instance584 0.001 0.001
instance585 0.001 0.001
instance586 0.001 0.002
instance587 0.001 0.002
instance588 0.001 0.002
instance589 0.001 0.002
instance590 0.001 0.002
instance591 0.001 0.001
instance592 0.001 0.001
instance593 0.001 0.001
instance594 0.001 0.002
instance595 0.001 0.002
instance596 0.001 0.002
instance597 0.001 0.001
instance598 0.001 0.003
instance599 0.001 0.003
instance600 0.001 0.001
instance601 0.001 0.001
instance602 0.001 0.002
instance603 0.001 0.003
instance604 0.001 0.001
instance605 0.001 0.001
instance606 0.001 0.002
instance607 0.001 0.002
instance608 0.001 0.002
instance609 0.001 0.002
instance610 0.001 0.002
instance611 0.001 0.001
instance612 0.001 0.002
instance613 0.001 0.001
instance614 0.001 0.003
instance615 0.001 0.002
instance616 0.001 0.002
instance617 0.001 0.002
instance618 0.001 0.002
instance619 0.001 0.002
instance620 0.001 0.002
instance621 0.001 0.001
instance622 0.001 0.002
instance623 0.001 0.002
instance624 0.001 0.004
instance625 0.001 0.002
instance626 0.001 0.001
instance627 0.001 0.002
instance628 0.001 0.001
instance629 0.001 0.001
instance630 0.001 0.001
instance631 0.001 0.002
instance632 0.001 0.004
instance633 0.001 0.004
instance634 0.001 0.002
instance635 0.001 0.001
instance636 0.001 0.002
instance637 0.001 0.002
instance638 0.001 0.003
instance639 0.001 0.002
instance640 0.001 0.002
instance641 0.001 0.002
instance642 0.001 0.002
instance643 0.001 0.002
instance644 0.001 0.003
instance645 0.001 0.002
instance646 0.001 0.001
instance647 0.001 0.001
instance648 0.001 0.002
instance649 0.001 0.001
instance650 0.001 0.004
instance651 0.001 0.004
instance652 0.001 0.001
instance653 0.001 0.001
instance654 0.001 0.004
instance655 0.01 0.075
instance656 0.003 0.075
instance657 0.004 0.081
instance658 0.008 0.077
instance659 0.007 0.08
instance660 0.008 0.046
instance661 0.007 0.083
instance662 0.005 0.071
instance663 0.003 0.069
instance664 0.003 0.081
instance665 0.006 0.047
instance666 0.003 0.077
instance667 0.007 0.077
instance668 0.006 0.083
instance669 0.002 0.058
instance670 0.004 0.081
instance671 0.003 0.075
instance672 0.003 0.09
instance673 0.007 0.064
instance674 0.005 0.068
instance675 0.005 0.074
instance676 0.005 0.075
instance677 0.006 0.072
instance678 0.002 0.085
instance679 0.004 0.083
instance680 0.009 0.078
instance681 0.009 0.089
instance682 0.005 0.074
instance683 0.006 0.08
instance684 0.007 0.085
instance685 0.002 0.058
instance686 0.004 0.069
instance687 0.003 0.071
instance688 0.004 0.084
instance689 0.003 0.079
instance690 0.008 0.066
instance691 0.004 0.062
instance692 0.008 0.086
instance693 0.008 0.091
instance694 0.009 0.08
instance695 0.006 0.074
instance696 0.004 0.068
instance697 0.005 0.073
instance698 0.004 0.092
instance699 0.011 0.062
instance700 0.009 0.068
instance701 0.005 0.094
instance702 0.004 0.087
instance703 0.005 0.064
instance704 0.009 0.07
instance705 0.009 0.076
instance706 0.004 0.081
instance707 0.011 0.08
instance708 0.008 0.077
instance709 0.004 0.075
instance710 0.004 0.071
instance711 0.002 0.081
instance712 0.002 0.055
instance713 0.002 0.063
instance714 0.008 0.086
instance715 0.003 0.097
instance716 0.003 0.078
instance717 0.01 0.063
instance718 0.002 0.076
instance719 0.004 0.081
instance720 0.004 0.067
instance721 0.004 0.062
instance722 0.006 0.055
instance723 0.003 0.052
instance724 0.006 0.075
instance725 0.009 0.084
instance726 0.002 0.059
instance727 0.003 0.082
instance728 0.004 0.078
instance729 0.004 0.06
instance730 0.003 0.095
instance731 0.009 0.073
instance732 0.005 0.083
instance733 0.004 0.081
instance734 0.003 0.08
instance735 0.002 0.092
instance736 0.005 0.072
instance737 0.006 0.069
instance738 0.002 0.107
instance739 0.003 0.078
instance740 0.002 0.067
instance741 0.003 0.088
instance742 0.004 0.064
instance743 0.011 0.073
instance744 0.007 0.088
instance745 0.006 0.071
instance746 0.005 0.087
instance747 0.005 0.067
instance748 0.005 0.053
instance749 0.004 0.067
instance750 0.003 0.078
instance751 0.003 0.093
instance752 0.003 0.07
instance753 0.006 0.077
instance754 0.004 0.09
instance755 0.004 0.081
instance756 0.003 0.09
instance757 0.005 0.062
instance758 0.007 0.103
instance759 0.002 0.085
instance760 0.002 0.063
instance761 0.004 0.093
instance762 0.003 0.076
instance763 0.004 0.075
instance764 0.005 0.072
instance765 0.007 0.097
instance766 0.003 0.084
instance767 0.005 0.072
instance768 0.004 0.059
instance769 0.009 0.09
instance770 0.006 0.084
instance771 0.008 0.081
instance772 0.003 0.074
instance773 0.008 0.068
instance774 0.006 0.085
instance775 0.006 0.057
instance776 0.004 0.079
instance777 0.007 0.077
instance778 0.002 0.104
instance779 0.002 0.091
instance780 0.006 0.074
instance781 0.009 0.077
instance782 0.003 0.063
instance783 0.006 0.083
instance784 0.006 0.083
instance785 0.002 0.087
instance786 0.005 0.086
instance787 0.007 0.08
instance788 0.007 0.081
instance789 0.003 0.081
instance790 0.002 0.062
instance791 0.002 0.093
instance792 0.008 0.079
instance793 0.003 0.075
instance794 0.003 0.065
instance795 0.003 0.076
instance796 0.006 0.085
instance797 0.003 0.068
instance798 0.004 0.091
instance799 0.01 0.087
instance800 0.002 0.052
instance801 0.004 0.079
instance802 0.003 0.065
instance803 0.009 0.091
instance804 0.002 0.057
instance805 0.005 0.07
instance806 0.006 0.078
instance807 0.003 0.066
instance808 0.003 0.058
instance809 0.002 0.069
instance810 0.003 0.076
instance811 0.006 0.066
instance812 0.006 0.083
instance813 0.005 0.061
instance814 0.008 0.089
instance815 0.006 0.059
instance816 0.002 0.046
instance817 0.003 0.085
instance818 0.005 0.06
instance819 0.003 0.085
instance820 0.003 0.07
instance821 0.003 0.088
instance822 0.003 0.067
instance823 0.008 0.076
instance824 0.008 0.073
instance825 0.009 0.097
instance826 0.007 0.099
instance827 0.003 0.071
instance828 0.008 0.075
instance829 0.008 0.069
instance830 0.008 0.08
instance831 0.003 0.095
instance832 0.003 0.073
instance833 0.005 0.087
instance834 0.003 0.069
instance835 0.003 0.08
instance836 0.002 0.088
instance837 0.009 0.098
instance838 0.005 0.069
instance839 0.004 0.073
instance840 0.002 0.048
instance841 0.002 0.074
instance842 0.006 0.054
instance843 0.003 0.085
instance844 0.003 0.087
instance845 0.006 0.074
instance846 0.002 0.043
instance847 0.003 0.09
instance848 0.003 0.069
instance849 0.004 0.071
instance850 0.002 0.081
instance851 0.006 0.063
instance852 0.003 0.084
instance853 0.003 0.071
instance854 0.003 0.076
instance855 0.001 0.006
instance856 0.001 0.002
instance857 0.001 0.004
instance858 0.001 0.005
instance859 0.001 0.008
instance860 0.001 0.005
instance861 0.001 0.003
instance862 0.001 0.006
instance863 0.001 0.005
instance864 0.001 0.003
instance865 0.001 0.005
instance866 0.001 0.003
instance867 0.001 0.003
instance868 0.001 0.002
instance869 0.001 0.003
instance870 0.001 0.002
instance871 0.001 0.005
instance872 0.001 0.003
instance873 0.001 0.003
instance874 0.001 0.005
instance875 0.001 0.005
instance876 0.001 0.006
instance877 0.001 0.006
instance878 0.001 0.003
instance879 0.001 0.002
instance880 0.001 0.004
instance881 0.001 0.003
instance882 0.001 0.004
instance883 0.001 0.006
instance884 0.001 0.003
instance885 0.001 0.003
instance886 0.001 0.003
instance887 0.001 0.002
instance888 0.001 0.006
instance889 0.001 0.004
instance890 0.001 0.004
instance891 0.001 0.003
instance892 0.001 0.002
instance893 0.001 0.004
instance894 0.001 0.003
instance895 0.001 0.004
instance896 0.001 0.003
instance897 0.001 0.003
instance898 0.001 0.002
instance899 0.001 0.005
instance900 0.001 0.004
instance901 0.001 0.006
instance902 0.001 0.005
instance903 0.001 0.002
instance904 0.001 0.006
instance905 0.001 0.004
instance906 0.001 0.004
instance907 0.001 0.003
instance908 0.001 0.002
instance909 0.001 0.003
instance910 0.001 0.002
instance911 0.001 0.003
instance912 0.001 0.005
instance913 0.001 0.003
instance914 0.001 0.005
instance915 0.001 0.004
instance916 0.001 0.004
instance917 0.001 0.003
instance918 0.001 0.003
instance919 0.001 0.004
instance920 0.001 0.003
instance921 0.001 0.003
instance922 0.001 0.002
instance923 0.001 0.003
instance924 0.001 0.004
instance925 0.001 0.002
instance926 0.001 0.006
instance927 0.001 0.003
instance928 0.001 0.003
instance929 0.001 0.006
instance930 0.001 0.003
instance931 0.001 0.004
instance932 0.001 0.004
instance933 0.001 0.004
instance934 0.001 0.002
instance935 0.001 0.003
instance936 0.001 0.002
instance937 0.001 0.005
instance938 0.001 0.004
instance939 0.001 0.003
instance940 0.001 0.003
instance941 0.001 0.007
instance942 0.001 0.006
instance943 0.001 0.003
instance944 0.001 0.004
instance945 0.001 0.007
instance946 0.001 0.005
instance947 0.001 0.004
instance948 0.001 0.003
instance949 0.001 0.007
instance950 0.001 0.003
instance951 0.001 0.003
instance952 0.001 0.003
instance953 0.001 0.003
instance954 0.001 0.006
instance955 0.001 0.004
instance956 0.001 0.007
instance957 0.001 0.003
instance958 0.001 0.004
instance959 0.001 0.005
instance960 0.001 0.004
instance961 0.001 0.005
instance962 0.001 0.004
instance963 0.001 0.003
instance964 0.001 0.006
instance965 0.001 0.003
instance966 0.001 0.003
instance967 0.001 0.003
instance968 0.001 0.005
instance969 0.001 0.004
instance970 0.001 0.003
instance971 0.001 0.003
instance972 0.001 0.005
instance973 0.001 0.005
instance974 0.001 0.005
instance975 0.001 0.003
instance976 0.001 0.003
instance977 0.001 0.004
instance978 0.001 0.006
instance979 0.001 0.005
instance980 0.001 0.006
instance981 0.001 0.005
instance982 0.001 0.003
instance983 0.001 0.004
instance984 0.001 0.003
instance985 0.001 0.002
instance986 0.001 0.003
instance987 0.001 0.002
instance988 0.001 0.003
instance989 0.001 0.005
instance990 0.001 0.003
instance991 0.001 0.003
instance992 0.001 0.003
instance993 0.001 0.002
instance994 0.001 0.005
instance995 0.001 0.003
instance996 0.001 0.002
instance997 0.001 0.001
instance998 0.001 0.004
instance999 0.001 0.005
instance1000 0.001 0.003
instance1001 0.001 0.003
instance1002 0.001 0.006
instance1003 0.001 0.002
instance1004 0.001 0.002
instance1005 0.001 0.003
instance1006 0.001 0.004
instance1007 0.001 0.004
instance1008 0.001 0.003
instance1009 0.001 0.003
instance1010 0.001 0.004
instance1011 0.001 0.006
instance1012 0.001 0.003
instance1013 0.001 0.004
instance1014 0.001 0.006
instance1015 0.001 0.004
instance1016 0.001 0.005
instance1017 0.001 0.003
instance1018 0.001 0.002
instance1019 0.001 0.001
instance1020 0.001 0.004
instance1021 0.001 0.002
instance1022 0.001 0.009
instance1023 0.001 0.003
instance1024 0.001 0.004
instance1025 0.001 0.003
instance1026 0.001 0.006
instance1027 0.001 0.001
instance1028 0.001 0.003
instance1029 0.001 0.005
instance1030 0.001 0.006
instance1031 0.001 0.002
instance1032 0.001 0.004
instance1033 0.001 0.004
instance1034 0.001 0.004
instance1035 0.001 0.001
instance1036 0.001 0.003
instance1037 0.001 0.003
instance1038 0.001 0.002
instance1039 0.001 0.002
instance1040 0.001 0.004
instance1041 0.001 0.005
instance1042 0.001 0.007
instance1043 0.001 0.004
instance1044 0.001 0.004
instance1045 0.001 0.006
instance1046 0.001 0.008
instance1047 0.001 0.003
instance1048 0.001 0.002
instance1049 0.001 0.002
instance1050 0.001 0.005
instance1051 0.001 0.002
instance1052 0.001 0.007
instance1053 0.001 0.003
instance1054 0.001 0.005
instance1055 0.001 0.004
instance1056 0.001 0.009
instance1057 0.001 0.003
instance1058 0.001 0.004
instance1059 0.001 0.005
instance1060 0.001 0.005
instance1061 0.001 0.003
instance1062 0.001 0.007
instance1063 0.001 0.002
instance1064 0.001 0.009
instance1065 0.001 0.004
instance1066 0.001 0.003
instance1067 0.001 0.003
instance1068 0.001 0.003
instance1069 0.001 0.003
instance1070 0.001 0.005
instance1071 0.001 0.007
instance1072 0.001 0.003
instance1073 0.001 0.001
instance1074 0.001 0.003
instance1075 0.001 0.002
instance1076 0.001 0.004
instance1077 0.001 0.008
instance1078 0.001 0.01
instance1079 0.001 0.004
instance1080 0.001 0.006
instance1081 0.001 0.007
instance1082 0.001 0.004
instance1083 0.001 0.002
instance1084 0.001 0.003
instance1085 0.001 0.005
instance1086 0.001 0.007
instance1087 0.001 0.007
instance1088 0.001 0.004
instance1089 0.001 0.004
instance1090 0.001 0.008
instance1091 0.001 0.001
instance1092 0.001 0.002
instance1093 0.001 0.004
instance1094 0.001 0.01
instance1095 0.001 0.009
instance1096 0.001 0.004
instance1097 0.001 0.006
instance1098 0.001 0.005
instance1099 0.001 0.007
instance1100 0.001 0.005
instance1101 0.001 0.004
instance1102 0.001 0.003
instance1103 0.001 0.002
instance1104 0.001 0.005
instance1105 0.001 0.003
instance1106 0.001 0.005
instance1107 0.001 0.003
instance1108 0.001 0.005
instance1109 0.001 0.004
instance1110 0.001 0.002
instance1111 0.001 0.006
instance1112 0.001 0.003
instance1113 0.001 0.001
instance1114 0.001 0.002
instance1115 0.001 0.008
instance1116 0.001 0.003
instance1117 0.001 0.001
instance1118 0.001 0.006
instance1119 0.001 0.007
instance1120 0.001 0.004
instance1121 0.001 0.002
instance1122 0.001 0.004
instance1123 0.001 0.005
instance1124 0.001 0.006
instance1125 0.001 0.003
instance1126 0.001 0.007
instance1127 0.001 0.008
instance1128 0.001 0.002
instance1129 0.001 0.005
instance1130 0.001 0.002
instance1131 0.001 0.005
instance1132 0.001 0.005
instance1133 0.001 0.004
instance1134 0.001 0.005
instance1135 0.001 0.003
instance1136 0.001 0.005
instance1137 0.001 0.001
instance1138 0.001 0.005
instance1139 0.001 0.004
instance1140 0.001 0.003
instance1141 0.001 0.007
instance1142 0.001 0.006
instance1143 0.001 0.004
instance1144 0.001 0.005
instance1145 0.001 0.001
instance1146 0.001 0.002
instance1147 0.001 0.007
instance1148 0.001 0.003
